before_stopword,after_stopword
"['lihat', 'saja', 'berapa', 'kali', 'garnacho', 'umpan', 'ke', 'tengah', 'enggak', 'ada', 'yang', 'sesuai', 'posisi', 'hojlund', 'sama', 'zirzkee', 'gol', 'pertama', 'saja', 'yang', 'kena', 'wkwk']",lihat kali garnacho umpan ke sesuai posisi hojlund zirzkee gol kena wkwk
"['fix', 'kalah']",fix kalah
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['capek', 'serius', 'deh']",capek serius deh
"['mainoo', 'bisa', 'kali', 'di', 'convert', 'ke', 'sama', 'soalnya', 'dribble', 'nya', 'bagus', 'bola', 'lengket', 'di', 'kaki', 'dia', 'bisa', 'main', 'sentuhan', 'di', 'area', 'kotak', 'penalti', 'lawan']",mainoo kali di convert ke dribble nya bagus bola lengket di kaki main sentuhan di area kotak penalti lawan
"['kayanya', 'amorim', 'sengaja', 'masang', 'mainoo', 'jadi', 'striker', 'buat', 'mengasih', 'ultimatum', 'ke', 'striker', 'lain', 'deh', 'kaya', 'lu', 'lihat', 'nih', 'gua', 'bisa', 'mainin', 'siapapun', 'jadi', 'striker', 'kalo', 'lu', 'berdua', 'mainnya', 'masih', 'enggak', 'jelas', 'begitu', 'kali', 'ya']",kayanya amorim sengaja masang mainoo striker mengasih ultimatum ke striker deh kaya lu lihat nih gua mainin striker kalo lu berdua mainnya kali ya
"['kira', 'kira', 'siapa', 'yang', 'lebih', 'pantas', 'pakai', 'no']",pakai no
"['apa', 'iya', 'dek']",iya dek
"['begini', 'lah', 'contoh', 'orang', 'pemain', 'nya', 'yang', 'salah', 'pelatih', 'yang', 'di', 'slhkn']",contoh orang pemain nya salah pelatih di slhkn
"['ada', 'yang', 'balas', 'komen', 'gue', 'kalo', 'posisi', 'kalah', 'sama', 'besiktas', 'jelas', 'jelas', 'besiktas', 'lawan', 'twente', 'hplu', 'ngebug', 'itu']",balas komen gue kalo posisi kalah besiktas besiktas lawan twente hplu ngebug
"['ya', 'seperti', 'biasa', 'setelah', 'ini', 'lihat', 'rashford', 'beraksi', 'buat', 'villa', 'dengan', 'sentuhan', 'magic', 'nyaseperti', 'pemain', 'mu', 'lainnya', 'yang', 'terbuang']",ya lihat rashford beraksi villa sentuhan magic nyaseperti pemain mu terbuang
"['amorim', 'lebih', 'banyak', 'variasi', 'serangan', 'dibanding', 'ten', 'hag', 'yang', 'cenderung', 'monoton']",amorim variasi serangan dibanding ten hag cenderung monoton
"['satu', 'pertanyaanemang', 'mereka', 'mau', 'apalagi', 'habis', 'ngelatih', 'rival', 'emyu']",pertanyaanemang habis ngelatih rival emyu
"['klub', 'terkutuk']",klub terkutuk
"['celeng', 'lebih', 'ke', 'buang', 'sampah', 'sih', 'aga', 'lain', 'kalau', 'emyu', 'deal', 'buang', 'sampah', 'malah', 'dapat', 'caseback', 'sampah', 'pasien', 'bpjs']",celeng ke buang sampah sih aga emyu deal buang sampah caseback sampah pasien bpjs
"['di', 'saat', 'baru', 'tertinggal', 'di', 'situ', 'baru', 'permainan', 'mulai', 'panas', 'di', 'situ', 'pula', 'baru', 'masukkan', 'garnacho', 'dan', 'zirkzee', 'assu', 'benar', 'eth', 'ini', 'penyakit', 'lama', 'nya', 'enggak', 'sembuh']",di tertinggal di situ permainan panas di situ masukkan garnacho zirkzee assu eth penyakit nya sembuh
"['jadi', 'clan', 'sama', 'ayam', 'sayur']",clan ayam sayur
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['gue', 'bilang', 'apa', 'nyepelein', 'formasi', 'enggak', 'jelas', 'morim', 'morim']",gue bilang nyepelein formasi morim morim
"['ten', 'hag', 'badut', 'amorim', 'genius', 'bedanya', 'seperti', 'langit', 'dan', 'bumi']",ten hag badut amorim genius bedanya langit bumi
"['round', 'ini', 'belum', 'pakai', 'var']",round pakai var
"['ini', 'kan', 'pembandingnya', 'dengan', 'manajemen', 'lama', 'tau', 'kan', 'hancur', 'banget', 'tuh', 'ngelolanya', 'nah', 'sekarang', 'sama', 'ineos', 'mulai', 'dibenahi', 'musim', 'ini', 'dapat', 'juta', 'an', 'sudah', 'untung', 'banget', 'dibanding', 'musim', 'lalu', 'jual', 'pemain', 'saja', 'susahnya', 'meminta', 'ampun']",pembandingnya manajemen tau hancur banget tuh ngelolanya ineos dibenahi musim juta an untung banget dibanding musim jual pemain susahnya ampun
"['sudah', 'ada', 'perbaikan', 'tapi', 'finishingnya', 'masih', 'jadi', 'masalah', 'utama', 'gaya', 'main', 'sudah', 'oke', 'tapi', 'harus', 'lebih', 'klinis']",perbaikan finishingnya utama gaya main oke klinis
"['butuh', 'kesabaran', 'dengan', 'amorim', 'transisi', 'tidak', 'mudah']",butuh kesabaran amorim transisi mudah
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['astaga', 'bek', 'kita', 'ini', 'kayak', 'pemula', 'rebut', 'bola', 'saja', 'enggak', 'bisa', 'cuma', 'menonton', 'doang']",astaga bek kayak pemula rebut bola menonton doang
"['kekalahan', 'dan', 'kita', 'masih', 'terlalu', 'mudah', 'kebobolan', 'amorim', 'harus', 'segera', 'temukan', 'solusi', 'di', 'pertahanan']",kekalahan mudah kebobolan amorim temukan solusi di pertahanan
"['menang', 'tapi', 'masih', 'ada', 'banyak', 'pr', 'finishing', 'masih', 'buruk', 'taktik', 'sudah', 'oke', 'tapi', 'enggak', 'maksimal', 'di', 'depan']",menang pr finishing buruk taktik oke maksimal di
"['pov', 'untuk', 'pertandingan', 'kemarin', 'v', 'liverpool', 'kenapa', 'harus', 'ada', 'rashford', 'ya', 'karena', 'belio', 'satu', 'nya', 'homegrown', 'kalo', 'enggak', 'salah', 'aturannya', 'setiap', 'klubpertandingan', 'harus', 'memainkan', 'min', 'pemain', 'homegrown']",pov pertandingan kemarin v liverpool rashford ya belio nya homegrown kalo salah aturannya klubpertandingan memainkan min pemain homegrown
"['bayindir', 'kayaknya', 'ngantongin', 'bawang', 'pedas', 'banget', 'di', 'mata', 'bisa', 'tiba', 'kerasukan', 'deh', 'gea']",bayindir kayaknya ngantongin bawang pedas banget di mata kerasukan deh gea
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['zirkzee', 'ini']",zirkzee
"['harusnya', 'amorim', 'lebih', 'fleksibel', 'dalam', 'taktik', 'terkadang', 'tim', 'terlalu', 'mudah', 'ditebak']",amorim fleksibel taktik terkadang tim mudah ditebak
"['bawah', 'ten', 'hag', 'permainan', 'lebih', 'rapi', 'dan', 'terorganisir', 'namun', 'penyelesaian', 'akhirnya', 'kadang', 'buruk']",ten hag permainan rapi terorganisir penyelesaian kadang buruk
"['pertandingan', 'ini', 'memperlihatkan', 'dominasi', 'kita', 'tetapi', 'brighton', 'tetap', 'memberi', 'tekanan', 'yang', 'perlu', 'kita', 'waspadai', 'ke', 'depannya']",pertandingan dominasi brighton tekanan waspadai ke depannya
"['kudunya', 'tuh', 'pemain', 'harus', 'bermain', 'autopilot', 'kaya', 'jaman', 'ole', 'tapi', 'sekarang', 'harus', 'mengikuti', 'sistem', 'tenhag']",kudunya tuh pemain bermain autopilot kaya jaman ole mengikuti sistem tenhag
"['nah', 'itu', 'dia']",
"['lindelof', 'tidak', 'terlalu', 'efektif', 'dalam', 'beberapa', 'duel', 'udara', 'dan', 'sering', 'kehilangan', 'posisi', 'dalam', 'situasi', 'yang', 'lebih', 'menekan']",lindelof efektif duel udara kehilangan posisi situasi menekan
"['lini', 'belakang', 'lebih', 'solid', 'namun', 'rashford', 'harus', 'lebih', 'sering', 'menembak', 'dan', 'lebih', 'percaya', 'diri', 'di', 'depan', 'gawang', 'ruben', 'amorim', 'perlu', 'memperbaiki', 'itu']",lini solid rashford menembak percaya di gawang ruben amorim memperbaiki
"['bola', 'sudah', 'masuk', 'dan', 'baru', 'kena', 'dengkul', 'zirkzeeselalu', 'di', 'curangi', 'wasit', 'ggmu']",bola masuk kena dengkul zirkzeeselalu di curangi wasit ggmu
"['comment', 'text']",comment text
"['numpang', 'jualan', 'admin', 'barang', 'kali', 'ada', 'yang', 'minat', 'spotify', 'premium', 'ke', 'saja', 'sebulan']",numpang jualan admin barang kali minat spotify premium ke sebulan
"['pertahanan', 'lebih', 'disiplin', 'tapi', 'serangan', 'jadi', 'kurang', 'eksplosif']",pertahanan disiplin serangan eksplosif
['kocak'],kocak
"['bukan', 'nya', 'enggak', 'ada', 'biaya', 'pinjaman']",nya biaya pinjaman
"['sangat', 'berharap', 'mu', 'bisa', 'menang', 'di', 'pertandingan', 'besar', 'selanjutnya']",berharap mu menang di pertandingan
"['nah', 'berarti', 'yang', 'salah', 'siapapelatih', 'kan', 'itu', 'saja']",salah siapapelatih
"['dan', 'akhirnya', 'kalah']",kalah
"['amorim', 'bawa', 'kemenangan', 'besar', 'tapi', 'saya', 'masih', 'lihat', 'kelemahan', 'di', 'lini', 'belakang', 'yang', 'harus', 'segera', 'diperbaiki']",amorim bawa kemenangan lihat kelemahan di lini diperbaiki
"['mainoo', 'beban', 'sih']",mainoo beban sih
"['malacia', 'sedikit', 'kesulitan', 'dalam', 'menghadapi', 'pemain', 'sayap', 'brighton', 'namun', 'dia', 'tetap', 'solid', 'di', 'pertahanan']",malacia kesulitan menghadapi pemain sayap brighton solid di pertahanan
"['bro', 'kalau', 'bola', 'dapat', 'onana', 'itu', 'bola', 'enggak', 'kena', 'tiang', 'harus', 'nya', 'onana', 'dulu', 'antisipasi', 'enggak', 'usah', 'nyalahkan', 'kalah', 'duel', 'memang', 'duel', 'fifty', 'fifty', 'apalagi', 'duel', 'udara']",bro bola onana bola kena tiang nya onana antisipasi nyalahkan kalah duel duel fifty fifty duel udara
"['baru', 'dua', 'match', 'tenang', 'saja', 'lagian', 'pemain', 'baru', 'juga', 'butuh', 'waktu', 'buat', 'adaptasi']",match tenang pemain butuh adaptasi
"['sudah', 'pakeanjir', 'tapi', 'enggak', 'paham', 'wkwkwkwk', 'makanya', 'biasain', 'menonton', 'bola', 'itu', 'bukan', 'dari', 'highlights', 'kocak']",pakeanjir paham wkwkwkwk biasain menonton bola highlights kocak
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['kelebihan', 'sih', 'botak', 'tenhag', 'bikin', 'emyu', 'makin', 'hancur']",kelebihan sih botak tenhag bikin emyu hancur
"['bayindir', 'ngab']",bayindir ngab
"['pressing', 'tinggi', 'ala', 'amorim', 'lebih', 'efektif', 'ketimbang', 'pressing', 'setengah', 'lapangan', 'ten', 'hag']",pressing ala amorim efektif ketimbang pressing lapangan ten hag
"['nah', 'ini', 'aku', 'juga', 'agak', 'sadar', 'onana', 'enggak', 'main', 'peluang', 'menang', 'lebih', 'besar']",sadar onana main peluang menang
"['inpo', 'ig', 'wasit']",inpo ig wasit
"['eth', 'kapan', 'di', 'pecat']",eth di pecat
"['kalo', 'minjem', 'gbisa', 'dimainin', 'lawan', 'timnya', 'memang']",kalo minjem gbisa dimainin lawan timnya
"['paham', 'enggak', 'sih', 'logikanya', 'bagaimana', 'gameplan', 'mau', 'jalan', 'kalo', 'passing', 'saja', 'amburadul', 'banyak', 'error', 'kayak', 'begitu', 'mau', 'gameplan', 'berjalan', 'baik', 'passing', 'sudah', 'oke', 'gameplan', 'jalan', 'tapi', 'apes', 'finishing', 'jelek', 'mau', 'salahin', 'pelatih', 'juga', 'coba', 'dipikir']",paham sih logikanya gameplan jalan kalo passing amburadul error kayak gameplan berjalan passing oke gameplan jalan apes finishing jelek salahin pelatih coba dipikir
"['cuma', 'di', 'mu', 'pemain', 'tua', 'masih', 'di', 'pakai', 'jadi', 'wajar', 'kalau', 'mainnya', 'tim', 'ini', 'paling', 'jelek', 'diantara', 'tim', 'big', 'bahkan', 'besar', 'kayaknya']",di mu pemain tua di pakai wajar mainnya tim jelek tim big kayaknya
"['van', 'der', 'sar']",van der sar
"['bagus', 'juga', 'ini', 'amad']",bagus amad
"['kasihan', 'baru', 'sekarang', 'pamit', 'gue', 'sudah', 'vakum', 'sejak', 'ten', 'hag', 'menyingkirkan', 'deh', 'gea', 'demi', 'onana', 'kalau', 'lo', 'mau', 'sehat', 'dan', 'enggak', 'gila', 'mending', 'jangan', 'menonton', 'mu']",kasihan pamit gue vakum ten hag menyingkirkan deh gea onana lo sehat gila mending menonton mu
"['lucu', 'kau', 'bang']",lucu kau bang
"['iya', 'cok', 'goblok', 'banget', 'itu', 'pemain', 'tenhag', 'apa', 'enggak', 'menyadar', 'ya']",iya cok goblok banget pemain tenhag menyadar ya
"['amorim', 'berani', 'ambil', 'risiko', 'dalam', 'taktik', 'tidak', 'seperti', 'ten', 'hag']",amorim berani ambil risiko taktik ten hag
"['shaw', 'dan', 'mazraoui', 'di', 'bek', 'sayap', 'kombinasi', 'yang', 'cakep', 'banget', 'sayap', 'mu', 'jadi', 'lebih', 'ofensif', 'dan', 'kokoh']",shaw mazraoui di bek sayap kombinasi cakep banget sayap mu ofensif kokoh
"['reflex', 'onana', 'sangat', 'bagus', 'itu', 'gol', 'pertama', 'bengong', 'doang']",reflex onana bagus gol bengong doang
"['tuhkan', 'masih', 'lebih', 'bagus', 'amad', 'bro']",tuhkan bagus amad bro
"['info', 'skornya', 'bang']",info skornya bang
"['biasain', 'menonton', 'sampai', 'menang']",biasain menonton menang
"['kan', 'mount', 'lu', 'suruh', 'cetak', 'gol', 'enggak', 'salah', 'baca', 'gue', 'mount', 'posisinya', 'striker', 'kah', 'apa', 'midfield', 'serius', 'tanya', 'nih', 'gue']",mount lu suruh cetak gol salah baca gue mount posisinya striker kah midfield serius nih gue
"['botak', 'memang', 'beda', 'pemain', 'pengganti', 'kocak', 'semua']",botak beda pemain pengganti kocak
"['sudah', 'sih', 'jelasin', 'sama', 'brighton', 'minggu', 'kemarin', 'masih', 'saja', 'di', 'proses', 'mulu']",sih jelasin brighton minggu kemarin di proses mulu
"['amorim', 'jenius', 'akhirnya', 'tim', 'ini', 'punya', 'pelatih', 'dengan', 'otak', 'sepak', 'bola', 'sejati']",amorim jenius tim pelatih otak sepak bola sejati
"['mengharap', 'apa', 'dari', 'tim', 'yang', 'dijaga', 'kiper', 'comel', 'seri', 'saja', 'sudah', 'untung']",mengharap tim dijaga kiper comel seri untung
"['lihat', 'dulu', 'pemain', 'yang', 'di', 'beli', 'season', 'ini', 'kalo', 'sudah', 'main', 'semua', 'tapi', 'masih', 'enggak', 'ada', 'kemajuan', 'sih', 'wajib', 'out']",lihat pemain di beli season kalo main kemajuan sih wajib out
"['enggak', 'menonton', 'malah', 'menang']",menonton menang
"['rashford', 'kurang', 'maksimal', 'dalam', 'beberapa', 'peluang', 'yang', 'tercipta', 'meskipun', 'dia', 'mencetak', 'gol', 'masih', 'banyak', 'yang', 'bisa', 'dia', 'tingkatkan']",rashford maksimal peluang tercipta mencetak gol tingkatkan
"['enggak', 'tau', 'kenapa', 'tapi', 'sbnrnya', 'saya', 'suka', 'ini', 'pemain', 'skill', 'bagus', 'tapi', 'ya', 'gtulah', 'attitude', 'rada', 'mengesalkan']",tau sbnrnya suka pemain skill bagus ya gtulah attitude rada mengesalkan
"['cuma', 'sulit', 'buat', 'nempatin', 'dia', 'di', 'bangku', 'cadangan', 'kayanya', 'sih', 'ten', 'hag', 'mau', 'mau', 'saja', 'nyadangin', 'dytapi', 'kaya', 'ada', 'tekanan', 'buat', 'ten', 'hag', 'mainin', 'dia', 'jadi', 'starter']",sulit nempatin di bangku cadangan kayanya sih ten hag nyadangin dytapi kaya tekanan ten hag mainin starter
"['garnacho', 'tm']",garnacho tm
"['lihat', 'di', 'juve', 'lumayan', 'oke', 'speed', 'nya', 'bisa', 'lewatim', 'lawan', 'mount', 'mengatur', 'serangan', 'nya', 'kurang', 'opsi', 'gantiin', 'bruno', 'lebih', 'bagus', 'dari', 'tominay', 'gaji', 'nego', 'saja', 'lama', 'juga', 'turun', 'rumor', 'terbaru', 'juga', 'dia', 'mau', 'ke', 'emyu']",lihat di juve lumayan oke speed nya lewatim lawan mount mengatur serangan nya opsi gantiin bruno bagus tominay gaji nego turun rumor terbaru ke emyu
"['suka', 'banget', 'lihat', 'taktik', 'amorim', 'cuma', 'masih', 'perlu', 'waktu', 'biar', 'tim', 'lebih', 'solid', 'kadang', 'mereka', 'masih', 'bingung', 'di', 'lapangan']",suka banget lihat taktik amorim biar tim solid kadang bingung di lapangan
"['jadon', 'sancho', 'harusnya', 'dikasih', 'lebih', 'banyak', 'menit', 'bermain', 'masih', 'potensial']",jadon sancho dikasih menit bermain potensial
"['rashford', 'dan', 'bruno', 'bekerja', 'sangat', 'baik', 'bersama', 'namun', 'di', 'beberapa', 'kesempatan', 'koordinasi', 'mereka', 'masih', 'bisa', 'lebih', 'halus']",rashford bruno di kesempatan koordinasi halus
"['jadwal', 'tayangan', 'pertandingan', 'sudah', 'diumumkan']",jadwal tayangan pertandingan diumumkan
"['mending', 'tukang', 'kebun', 'old', 'trafford', 'jadi', 'pelatih', 'daripada', 'amorim', 'sungguh', 'memalukan']",mending tukang kebun old trafford pelatih amorim sungguh memalukan
"['dorgu', 'itu', 'type', 'pemain', 'versatile', 'sama', 'kayak', 'marcos', 'llorente', 'rodrigo', 'deh', 'paul', 'di', 'atm', 'bisa', 'main', 'di', 'beberapa', 'posisi', 'kalo', 'lu', 'main', 'efootball', 'pasti', 'tau']",dorgu type pemain versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
"['lah', 'ada', 'yang', 'nyenggol', 'katanya', 'setiap', 'tahun', 'dapat', 'tropi', 'bro', 'tuh', 'botak', 'ya', 'gue', 'balas', 'begitu', 'dong', 'masa', 'tropi', 'domestik', 'non', 'epl', 'saja', 'dibanggain', 'sekelas', 'mu']",nyenggol tropi bro tuh botak ya gue balas tropi domestik non epl dibanggain sekelas mu
"['ten', 'hag', 'mulai', 'membangun', 'fondasi', 'yang', 'kokoh', 'namun', 'sering', 'kali', 'tim', 'kalah', 'di', 'pertandingan', 'penting', 'karena', 'ketidaksiapan', 'mental']",ten hag membangun fondasi kokoh kali tim kalah di pertandingan ketidaksiapan mental
"['rashy', 'tadi', 'ciptakan', 'peluang', 'ada', 'juga', 'bagus', 'lagi']",rashy ciptakan peluang bagus
"['sabar', 'ya', 'masih', 'ada', 'kali', 'lawak', 'lagi']",sabar ya kali lawak
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['satu', 'kata', 'blog']",blog
"['kemenangan', 'telak', 'tapi', 'pertahanan', 'masih', 'bisa', 'lebih', 'baik', 'harus', 'lebih', 'waspada', 'di', 'lagalaga', 'mendatang']",kemenangan telak pertahanan waspada di lagalaga
"['deh', 'enggak', 'punya', 'ambisi', 'dia', 'mainnya']",deh ambisi mainnya
"['bruno', 'ngawur', 'mengapai', 'enggak', 'ke', 'zirkzee', 'passingnya']",bruno ngawur mengapai ke zirkzee passingnya
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['pergantian', 'pemain', 'lebih', 'efektif', 'di', 'bawah', 'amorim', 'dibanding', 'ten', 'hag']",pergantian pemain efektif di amorim dibanding ten hag
"['enggak', 'ada', 'urusan', 'gapapa', 'senggol', 'kalo', 'punya', 'argumen', 'buat', 'bantah', 'cuma', 'komen', 'sepang', 'sepong', 'kelihatan', 'kapasitas', 'otaknyaa']",urusan gapapa senggol kalo argumen bantah komen sepang sepong kapasitas otaknyaa
"['loh', 'kok', 'main', 'ya', 'tadi', 'pagi']",loh main ya pagi
"['skema', 'serangan', 'balik', 'amorim', 'lebih', 'efektif', 'pemain', 'lebih', 'cepat', 'mengambil', 'keputusan']",skema serangan amorim efektif pemain cepat mengambil keputusan
"['jadon', 'sancho', 'harusnya', 'dikasih', 'lebih', 'banyak', 'menit', 'bermain', 'masih', 'potensial']",jadon sancho dikasih menit bermain potensial
"['senggol', 'dikit', 'pelanggan']",senggol dikit pelanggan
"['ruben', 'amorim', 'sudah', 'mulai', 'memperkenalkan', 'permainan', 'yang', 'lebih', 'menyerang', 'meskipun', 'hanya', 'imbang', 'saya', 'rasa', 'tim', 'ini', 'akan', 'berkembang', 'lebih', 'baik']",ruben amorim memperkenalkan permainan menyerang imbang tim berkembang
"['kayaknya', 'mu', 'butuh', 'tomas', 'tuchel']",kayaknya mu butuh tomas tuchel
"['joh', 'lemess', 'ki']",joh lemess ki
"['saya', 'melihat', 'perbaikan', 'yang', 'jelas', 'di', 'bawah', 'ruben', 'amorim', 'tetapi', 'kami', 'harus', 'lebih', 'tajam', 'di', 'depan', 'gawang', 'hasil', 'imbang', 'menunjukkan', 'bahwa', 'masih', 'banyak', 'yang', 'perlu', 'diperbaiki']",perbaikan di ruben amorim tajam di gawang hasil imbang diperbaiki
"['terus', 'antony']",antony
"['f', 'main', 'dukun', 'bang', 'onana']",f main dukun bang onana
"['tambang_indonesia', 'tapi', 'memang', 'ada', 'pemain', 'di', 'tim', 'ini', 'yang', 'harus', 'dibuang', 'seperti', 'casemiro', 'lindelof', 'kiper', 'baru', 'rashford', 'kalau', 'ada', 'minat', 'dan', 'harga', 'oke', 'sama', 'butuh', 'winger', 'baru', 'yang', 'lebih', 'oke', 'masalahnya', 'siapa', 'yang', 'ada', 'kemungkinan', 'ya']",tambang_indonesia pemain di tim dibuang casemiro lindelof kiper rashford minat harga oke butuh winger oke ya
"['asli', 'mana', 'mengesalkan', 'banget', 'tuh', 'orang', 'segala', 'peluk', 'manja', 'ke', 'king', 'harry']",asli mengesalkan banget tuh orang peluk manja ke king harry
"['sudah', 'mah', 'irit', 'belanja', 'januari', 'eh', 'pemain', 'andalannya', 'banyak', 'yang', 'cidera', 'ujianmu', 'berat', 'pak', 'ben']",mah irit belanja januari eh pemain andalannya cidera ujianmu berat ben
"['info', 'skornya', 'bang']",info skornya bang
"['hojlund', 'dipasing', 'pelan', 'saja', 'beberapa', 'kali', 'lepas', 'mulu', 'controlnya', 'angkut', 'gyokers', 'ajalah']",hojlund dipasing pelan kali lepas mulu controlnya angkut gyokers ajalah
"['enggak', 'beda', 'posisi', 'bang', 'kalo', 'dibandingin', 'sama', 'tomini', 'karena', 'ugrate', 'ini', 'lebih', 'ke', 'dmf', 'ancoher', 'perusak', 'ya', 'sama', 'sama', 'kayak', 'case', 'lah', 'gaya', 'mainnya']",beda posisi bang kalo dibandingin tomini ugrate ke dmf ancoher perusak ya kayak case gaya mainnya
"['tenang', 'minimal', 'trophy', 'musim', 'ini']",tenang minimal trophy musim
"['dulu', 'kita', 'kritik', 'ten', 'hag', 'sekarang', 'amorim', 'kali', 'lebih', 'parah', 'mu', 'sudah', 'mati']",kritik ten hag amorim kali parah mu mati
"['lini', 'belakang', 'kita', 'lemah', 'banget', 'kalah', 'kalau', 'ini', 'enggak', 'diperbaiki', 'kita', 'bisa', 'terusterusan', 'kalah']",lini lemah banget kalah diperbaiki terusterusan kalah
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['woi', 'jangn', 'degradasih', 'lah', 'sue', 'nanti', 'gua', 'fi', 'cengengin', 'setahun', 'di', 'tongkrongan']",woi jangn degradasih sue gua fi cengengin setahun di tongkrongan
"['kira', 'kira', 'siapa', 'yang', 'lebih', 'pantas', 'pakai', 'no']",pakai no
"['enggak', 'tau', 'lagi', 'deh']",tau deh
"['harus', 'fifa', 'bisa', 'ubah', 'posisi', 'offside', 'seperti', 'ini', 'jadi', 'gol', 'karena', 'ada', 'atau', 'tidak', 'pemain', 'tersebut', 'gol', 'bola', 'contohnya', 'kalo', 'bola', 'sengaja', 'di', 'tepis', 'sama', 'bek', 'tapi', 'masuk', 'ke', 'gawang', 'tetap', 'sahgol', 'kalo', 'enggak', 'masuk', 'bisa', 'berbuah', 'pinalty']",fifa ubah posisi offside gol pemain gol bola contohnya kalo bola sengaja di tepis bek masuk ke gawang sahgol kalo masuk berbuah pinalty
"['kan', 'fan', 'ngebet', 'banget', 'antony', 'rashford', 'out', 'dari', 'tim']",fan ngebet banget antony rashford out tim
"['reflex', 'onana', 'sangat', 'bagus', 'itu', 'gol', 'pertama', 'bengong', 'doang']",reflex onana bagus gol bengong doang
"['ya', 'seperti', 'biasa', 'setelah', 'ini', 'lihat', 'rashford', 'beraksi', 'buat', 'villa', 'dengan', 'sentuhan', 'magic', 'nyaseperti', 'pemain', 'mu', 'lainnya', 'yang', 'terbuang']",ya lihat rashford beraksi villa sentuhan magic nyaseperti pemain mu terbuang
"['waduh', 'hahaha', 'memang', 'lu', 'tau', 'info', 'apa', 'sih', 'kayaknya', 'lebih', 'bocah', 'lu', 'tong']",hahaha lu tau info sih kayaknya bocah lu tong
"['raspot', 'mamad', 'kasmir', 'harus', 'diganti']",raspot mamad kasmir diganti
"['sudah', 'enggak', 'bisa', 'ketolong', 'lagi', 'dia', 'main', 'sudah', 'ganiat', 'lebih', 'baik', 'cadangin', 'saja', 'dulu']",ketolong main ganiat cadangin
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['kekompakan', 'tim', 'ini', 'luar', 'biasa', 'semoga', 'bisa', 'terus', 'dipertahankan']",kekompakan tim semoga dipertahankan
"['eth', 'minim', 'taktik']",eth minim taktik
"['lebih', 'parah', 'bang', 'musim', 'lalu', 'beberapa', 'kali', 'diletak', 'jadi', 'penyerang', 'tengah', 'malah', 'hancur', 'hancuram']",parah bang musim kali diletak penyerang hancur hancuram
"['onana', 'enggak', 'punya', 'reflek', 'planga', 'plongo']",onana reflek planga plongo
"['q_malang', 'keep', 'calm', 'bung', 'yang', 'jelas', 'ada', 'yang', 'kalah', 'tapi', 'bukan', 'manchester', 'asli']",q_malang keep calm kalah manchester asli
"['seri', 'alhamdulillah', 'kalah', 'sudah', 'biasa', 'kalo', 'menang', 'susah', 'kayanya', 'kalo', 'menang']",seri alhamdulillah kalah kalo menang susah kayanya kalo menang
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['onana', 'main', 'home', 'beh', 'combo', 'mematikan']",onana main home beh combo mematikan
"['kekompakan', 'tim', 'ini', 'luar', 'biasa', 'semoga', 'bisa', 'terus', 'dipertahankan']",kekompakan tim semoga dipertahankan
"['peluang', 'mu', 'untuk', 'memenangkan', 'liga', 'semakin', 'besar', 'semoga', 'bisa', 'terus', 'berlanjut']",peluang mu memenangkan liga semoga berlanjut
"['garnacho', 'ini', 'delight', 'biar', 'hidup', 'permainan', 'jangan', 'telat', 'masukannya']",garnacho delight biar hidup permainan telat masukannya
"['taktik', 'pressing', 'amorim', 'lebih', 'agresif', 'tapi', 'kadang', 'terlalu', 'berisiko']",taktik pressing amorim agresif kadang berisiko
"['proses', 'terus', 'saja', 'begitu', 'kan']",proses
"['menang', 'tapi', 'masih', 'ada', 'banyak', 'pr', 'finishing', 'masih', 'buruk', 'taktik', 'sudah', 'oke', 'tapi', 'enggak', 'maksimal', 'di', 'depan']",menang pr finishing buruk taktik oke maksimal di
"['mindset', 'dngo', 'di', 'agung', 'agungkan', 'bro']",mindset dngo di agung agungkan bro
"['sering', 'terjadi', 'miskomunikasi', 'di', 'lini', 'belakang', 'harus', 'segera', 'diperbaiki']",miskomunikasi di lini diperbaiki
"['info', 'skornya', 'bang']",info skornya bang
"['van', 'der', 'sar']",van der sar
"['pemain', 'muda', 'dapat', 'lebih', 'banyak', 'kesempatan', 'di', 'era', 'amorim']",pemain muda kesempatan di era amorim
"['masih', 'sering', 'kebobolan', 'dari', 'bola', 'mati', 'perlu', 'perbaikan', 'di', 'lini', 'belakang']",kebobolan bola mati perbaikan di lini
"['defensifnya', 'masih', 'lemah', 'tapi', 'menyerang', 'lebih', 'baik', 'dari', 'sebelumnya', 'perlu', 'ditingkatkan', 'di', 'semua', 'lini']",defensifnya lemah menyerang ditingkatkan di lini
