Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
sebegitu takutnya bakal ketemu emyu. sampe bela-belain kalah.,sebegitu takutnya bakal ketemu emyu sampe belabelain kalah,negatif,takut ketemu emyu belabelain kalah
@Gendis_JKT48 nih maaf ya kalau ada pedes nya https://t.co/qPErp2AOjY,nih maaf ya kalau ada pedes nya,negatif,nih maaf ya pedas nya
Kalian para fans Emyu dapet doa dari Ibnu Jamil agar bisa nonton setan merah di Old Trafford nih . Ibnu Jamil berkunjung ke stadion kebanggaannya itu bareng sang istri Ririn Ekawati. . Coba Sobat PR yang sayang @ManUtd tunjuk tangan! . #IbnuJamil #GGMU #ManchesterUnited https://t.co/6A6demJQ6u,kalian para fans emyu dapet doa dari ibnu jamil agar bisa nonton setan merah di old trafford nih ibnu jamil berkunjung ke stadion kebanggaannya itu bareng sang istri ririn ekawati coba sobat pr yang sayang tunjuk tangan ibnujamil ggmu manchesterunited,positif,fan emyu doa ibnu jamil tonton setan merah di old trafford nih ibnu jamil kunjung ke stadion bangga bareng sang istri ririn ekawati coba sobat pr sayang tangan ibnujamil ggmu manchesterunited
@thisisbaekho Gak usaah menyakiti hati moengilku emyu tetep dihatiii,gak usaah menyakiti hati moengilku emyu tetep dihati,positif,usaah sakit hati moengilku emyu hati
Kalau gak buat drama bukan pemain Emyu / Manchester United namanya HAHAHAHA,kalau gak buat drama bukan pemain emyu manchester united namanya hahahaha,negatif,drama main emyu manchester united nama hahahaha
@ManUtd_ID Kelasssssss,kelas,positif,kelas
@bimalanggg @ManUtd_ID Saatnya meramaikan wa nya fandar,saatnya meramaikan wa nya fandar,netral,ramai wa nya fandar
@ManUtd_ID Salah hari min,salah hari min,negatif,salah min
@utdfocusid Ternyata pertandingan emyu lawan Coventry gak seburuk itu wkwk,ternyata pertandingan emyu lawan coventry gak seburuk itu wkwk,positif,tanding emyu lawan coventry buruk wkwk
@ManUtd_ID @HarryMaguire93 Tuh kan Om @AsepWitoko,tuh kan om,positif,tuh om
@ManUtd_ID akankah amorim ngamuk2 lagi mecahin mangkok gelas di ruang ganti emyu?,akankah amorim ngamuk lagi mecahin mangkok gelas di ruang ganti emyu,netral,amorim ngamuk mecahin mangkok gelas di ruang ganti emyu
Pesan perpisajan Hanibal Mejbri ï¸ #ManchesterUnited #HanibalMejbri #kingemyu https://t.co/lvumAc7oWd,pesan perpisajan hanibal mejbri manchesterunited hanibalmejbri kingemyu,netral,pesan perpisajan hanibal mejbri manchesterunited hanibalmejbri kingemyu
@ManUtd_ID Yang penting tidak parkir bus tidak menyalahkan wasit tidak buang waktu kalah mah biasa yg penting tidak dark art,yang penting tidak parkir bus tidak menyalahkan wasit tidak buang waktu kalah mah biasa yg penting tidak dark art,negatif,parkir bus salah wasit buang kalah mah dark art
@ManUtd_ID Kalo maen lu bgitu mulu..lama2 MU gapunya masa depan,kalo maen lu bgitu mululama mu gapunya masa depan,negatif,kalo main lu mululama mu
@ManUtd_ID guwendeng guwendeng,guwendeng guwendeng,netral,guwendeng guwendeng
Melihat dari kerja INEOS di bursa transfer dan manajemen Manchester United setidaknya ini akan membuat Erik Ten Hag harus membuat ManUnited kembali ke jalur yg benar Jika sampai kejadian musim lalu terulang maka 100% Ten Hag akan dipecat di akhir musim atau bisa lebih cepat https://t.co/n6OPD2cSdF,melihat dari kerja ineos di bursa transfer dan manajemen manchester united setidaknya ini akan membuat erik ten hag harus membuat manunited kembali ke jalur yg benar jika sampai kejadian musim lalu terulang maka ten hag akan dipecat di akhir musim atau bisa lebih cepat,positif,kerja ineos di bursa transfer manajemen manchester united erik ten hag manunited ke jalur kejadian musim ulang ten hag pecat di musim cepat
Teh Kayu Bajakah Kalimantan Kualitas TERBAIK 100% Herbal Kayu Akar Bajakah Asli Sehatin https://t.co/AEl37ODf3P Makanan &amp,teh kayu bajakah kalimantan kualitas terbaik herbal kayu akar bajakah asli sehatin makanan amp,positif,teh kayu baja kalimantan kualitas terbaik herbal kayu akar baja asli sehatin makan amp
@andik_yan17166 @mengudarabebas @SiaranBolaLive Nah ini baca @mengudarabebas . Jangan di samain inter yg sistemnya sudah tertata sama emyu yg sistemnya masih progres. Liga juga beda boss,nah ini baca jangan di samain inter yg sistemnya sudah tertata sama emyu yg sistemnya masih progres liga juga beda boss,negatif,baca di samain inter sistem tata emyu sistem progres liga beda bos
22 tahun di Manchester United dan sekarang akan berpisah Once red always red #ManchesterUnited #McTominay #kingemyu https://t.co/j5Iz8q2SiE,tahun di manchester united dan sekarang akan berpisah once red always red manchesterunited mctominay kingemyu,netral,di manchester united pisah once red always red manchesterunited mctominay kingemyu
@ManUtd_ID wkwkwkwk,wkwkwkwk,negatif,wkwkwkwk
@ManUtd_ID Goblok,goblok,negatif,goblok
@ManUtd_ID @adidasfootball eh lucu,eh lucu,positif,eh lucu
@ManUtd_ID hari senin+MU kalah pantes hawanya panas bet,hari seninmu kalah pantes hawanya panas bet,negatif,senin kalah hawa panas banget
ng emyu wektu bermain e kurang o bos soale mungsuh e tenhag dadi ne yo saiki mbedal luwih gacor gg anthony ginting,ng emyu wektu bermain e kurang o bos soale mungsuh e tenhag dadi ne yo saiki mbedal luwih gacor gg anthony ginting,positif,ng emyu wektu main e o bos soale mungsuh e tenhag dadi ya saiki mbedal luwih gacor anthony ganteng
@utdfocusid bersama ufi dan RUBEN emyu menuju sebuah dream R: Red devil julukan emyu U: United nama belakang manchester asli B: Badai Trophy menanti king emyu E: Edan king emyu bangkit dari era kegelapan botak N: Nantikan kemenangan emyu dimatch selanjutn,bersama ufi dan ruben emyu menuju sebuah dream r red devil julukan emyu u united nama belakang manchester asli b badai trophy menanti king emyu e edan king emyu bangkit dari era kegelapan botak n nantikan kemenangan emyu dimatch selanjutn,positif,ufi ruben emyu dream r red devil juluk emyu lu united nama manchester asli b badai trophy king emyu e edan king emyu bangkit era gelap botak n nantikan menang emyu dimatch selanjutn
@ManUtd_ID Udah jadiin striker aja emyu ga punya striker,udah jadiin striker aja emyu ga punya striker,negatif,jadikan striker emyu striker
Fans MU mana yang tak sakit hati melihat team nya seperti sekarang Cepat pulih dan bangkit @ManUtd_ID #GGMU,fans mu mana yang tak sakit hati melihat team nya seperti sekarang cepat pulih dan bangkit ggmu,positif,fan mu sakit hati team nya cepat pulih bangkit ggmu
@burungbeokk @ManUtd_ID tiada hari tanpa memaki MU,tiada hari tanpa memaki mu,negatif,tiada maki mu
@rtxbequiet tp ni emyu,tp ni emyu,netral,emyu
@ManUtd_ID Selesai Tuh Emyu,selesai tuh emyu,netral,selesai tuh emyu
Kalau pemain emyu pasti banyak media yang bilang ruined by Manchester United,kalau pemain emyu pasti banyak media yang bilang ruined by manchester united,netral,main emyu media bilang ruined by manchester united
BEGINILAH SEHARUSNYA MANCHESTER UNITED BERMAIN!!!! AMORIM MASTER CLASS!! #MUNEVE #MUFC .,beginilah seharusnya manchester united bermain amorim master class muneve mufc,netral,manchester united main amorim master class muneve mufc
@komedigula @munvess hahaha kim emyu harus ada di atas,hahaha kim emyu harus ada di atas,netral,hahaha kim emyu di
@Outstandjing @SeledingTekel @persib Seperti sebagian besar fans emyu yg asli manchester yg benci dgn glazer sejak 2005 diakusisi sampe hari ini konsisten gk pernah nonton di old Trafford dan hanya nonton away lalu buat klub FC United of Manchester.,seperti sebagian besar fans emyu yg asli manchester yg benci dgn glazer sejak diakusisi sampe hari ini konsisten gk pernah nonton di old trafford dan hanya nonton away lalu buat klub fc united of manchester,negatif,fan emyu asli manchester benci glazer diakusisi konsisten tonton di old trafford tonton away klub fc united of manchester
full_text,full_text,netral,full text
Tyrell Malacia telah kembali berlatih setelah 1 tahun lebih absen *urban legend emyu #ManchesterUnited #Malacia #kingemyu https://t.co/IyVVRvUycp,tyrell malacia telah kembali berlatih setelah tahun lebih absen urban legend emyu manchesterunited malacia kingemyu,netral,tyrell malacia latih absen urban legend emyu manchesterunited malacia kingemyu
Jadi inilah biang kerok nya. Emyu keren ya. Kalo Schmeichel bikin kiper gaboleh nangkep backpass nah Forlan bikin pemain yang selebrasi buka baju dapet kartu kuning. #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/W2jDEZmpgd,jadi inilah biang kerok nya emyu keren ya kalo schmeichel bikin kiper gaboleh nangkep backpass nah forlan bikin pemain yang selebrasi buka baju dapet kartu kuning superlive supersoccer inirasanyasuper manchesterunited,positif,biang kerok nya emyu keren ya kalo schmeichel bikin kiper gaboleh nangkep backpass forlan bikin main selebrasi buka baju kartu kuning superlive supersoccer inirasanyasuper manchesterunited
@unmagnetism Intinya jangan emyu,intinya jangan emyu,netral,inti emyu
@ManUtd_ID Pemain lu kocak kocak,pemain lu kocak kocak,negatif,main lu kocak kocak
@tanyakanrl jadi fans emyu kak soalnya saya gitu kaya ngerasa lebih tertantang buat hidup lebih lama,jadi fans emyu kak soalnya saya gitu kaya ngerasa lebih tertantang buat hidup lebih lama,positif,fan emyu kak kaya tantang hidup
@ManUtd_ID Masih berani update apa ga malu min?,masih berani update apa ga malu min,positif,berani update malu min
@ManUtd_ID MUNTOT dibaca jadi EMYU NGEENTOTTTTT main nya jelek bgt sattttt,muntot dibaca jadi emyu ngeentot main nya jelek bgt sat,negatif,muntot baca emyu ngeentot main nya jelek banget sat
@sukartapijadi @ManUtd_ID Kalau Liverpool musim ini juara sama bang perolehannya dengan kita,kalau liverpool musim ini juara sama bang perolehannya dengan kita,positif,liverpool musim juara bang perolehannya
Kata-kata hari ini bang Onahlooo Yhaa jangan lupa tonton Emyu di kandang sendiri #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/aywoEzcIAe,katakata hari ini bang onahlo yhaa jangan lupa tonton emyu di kandang sendiri superlive supersoccer inirasanyasuper manchesterunited,netral,katakata bang onahlo yhaa lupa tonton emyu di kandang superlive supersoccer inirasanyasuper manchesterunited
@ManUtd_ID Digeprek sama ayam,digeprek sama ayam,negatif,digeprek ayam
@ManUtd_ID Gak kaget gak heran dan udah biasa,gak kaget gak heran dan udah biasa,positif,kaget heran
@ManUtd_ID Jangan dipuji dulu. Biasana masuk MU jadi bapuk...,jangan dipuji dulu biasana masuk mu jadi bapuk,negatif,puji biasana masuk mu bapuk
@wokskyyy emg celsi besfren bnget sama emyu,emg celsi besfren bnget sama emyu,negatif,celsi besfren banget emyu
@ManUtd_ID Semoga di next match lawan palace besok nyekor deh. Biar percaya diri tinggi lagi kayak musim lalu. https://t.co/hkiBX5jwLz,semoga di next match lawan palace besok nyekor deh biar percaya diri tinggi lagi kayak musim lalu,positif,moga di next match lawan palace besok nyekor deh biar percaya kayak musim
@ManUtd_ID Alhamdulillah kami punya hiburan setiap weekend,alhamdulillah kami punya hiburan setiap weekend,positif,alhamdulillah hibur weekend
@ManUtd_ID Dosa kali ya bruno ama dalot kalo nyuplai striker,dosa kali ya bruno ama dalot kalo nyuplai striker,negatif,dosa kali ya bruno dalot kalo nyuplai striker
@ManUtd_ID MUlyono nih leee,mulyono nih le,negatif,mulyono nih
FT: Premier League RÃºben Amorim Debut â¼ï¸ King Emyu ditahan imbang Tim Promosi Yang sedang berada di Zona Degradasi Ipswich Town 1-1 Manchester United Gol: Hutchison 43' Rashford 2' https://t.co/au5JSB6kQV,ft premier league r ben amorim debut king emyu ditahan imbang tim promosi yang sedang berada di zona degradasi ipswich town manchester united gol hutchison rashford,netral,ft premier league r ben amorim debut king emyu tahan imbang tim promosi di zona degradasi ipswich town manchester united gol hutchison rashford
@ManUtd_ID 20 atau 13 nih?,atau nih,netral,nih
Sepertinya setiap MU @ManUtd_ID @ManUtd bertanding para fansnya aplagi di Indonesia buanyak banget akan terus was-was. Lagi-lagi di kandangnya sendiri kalah telak 0-3. Stelah Liverpool skrg Tottenham yg bikin babak belur. T.Hag bakalan cepat dipecat nih. @premierleague https://t.co/i9x8tcwgb1,sepertinya setiap mu bertanding para fansnya aplagi di indonesia buanyak banget akan terus waswas lagilagi di kandangnya sendiri kalah telak stelah liverpool skrg tottenham yg bikin babak belur thag bakalan cepat dipecat nih,negatif,mu tanding fansnya aplagi di indonesia buanyak banget waswas lagilagi di kandang kalah telak liverpool tottenham bikin babak bur thag cepat pecat nih
Emang emyu diem aja tetep kena.,emang emyu diem aja tetep kena,negatif,emyu diam kena
Kalau pemain emyu pasti banyak media yang bilang ruined by Manchester United,kalau pemain emyu pasti banyak media yang bilang ruined by manchester united,netral,main emyu media bilang ruined by manchester united
TUCHEL INCAR PEMAIN BARCELONA Thomas Tuchel dikabarkan ingin memboyong bek Barcelona Ronald Araujo jika dirinya ditunjuk sebagai pelatih Manchester United. Tuchel digosipkan akan menggantikan Erik Ten Hag yg tak kunjung bisa menaikkan performa y martabat Emyu. Araujo sendiri https://t.co/iWejVlh8YV,tuchel incar pemain barcelona thomas tuchel dikabarkan ingin memboyong bek barcelona ronald araujo jika dirinya ditunjuk sebagai pelatih manchester united tuchel digosipkan akan menggantikan erik ten hag yg tak kunjung bisa menaikkan performa y martabat emyu araujo sendiri,positif,tuchel incar main barcelona thomas tuchel kabar boyong bek barcelona ronald araujo latih manchester united tuchel gosip ganti erik ten hag kunjung menaikkan performa ya martabat emyu araujo
"Setiap lihat lineup Emyu: ï¿½Oke, ini kayaknya bakal jadi malam panjang lagi.ï¿½",setiap lihat lineup emyu oke ini kayaknya bakal jadi malam panjang lagi,positif,lihat lineup emyu oke kayak malam
@ManUtd_ID galak-ramah WKWKWKWKWK,galakramah wkwkwkwkwk,negatif,galakramah wkwkwkwkwk
@utdfocusid emyu memang klub terkutuq,emyu memang klub terkutuq,netral,emyu klub terkutuq
Selamat degradasi @ManUtd_ID,selamat degradasi,negatif,selamat degradasi
Nominasi Player of the Month Agustus versi Manchester United Amad Diallo Noussair Mazraoui Garnacho *feeling Garnacho atau Mazraoui yg menang #ManchesterUnited #Mazraoui #Amad #Garnacho #kingemyu https://t.co/Qtdqgy0DlF,nominasi player of the month agustus versi manchester united amad diallo noussair mazraoui garnacho feeling garnacho atau mazraoui yg menang manchesterunited mazraoui amad garnacho kingemyu,positif,nominasi player of the month agustus versi manchester united amad diallo noussair mazraoui garnacho feeling garnacho mazraoui menang manchesterunited mazraoui amad garnacho kingemyu
Tengok sedikit keadaan Manchester United #emyu #ManchesterUnited https://t.co/sLq16qFAuM,tengok sedikit keadaan manchester united emyu manchesterunited,netral,tengok manchester united emyu manchesterunited
@ManUtd_ID Wkwkwkwkwkwkwkwk,wkwkwkwkwkwkwkwk,negatif,wkwkwkwkwkwkwkwk
@ManUtd_ID Info posisi,info posisi,netral,info posisi
whatever it is it's fucking work. akhirnya bisa nahan imbang emyu hamdallah https://t.co/SCJJsoHiyD,whatever it is its fucking work akhirnya bisa nahan imbang emyu hamdallah,negatif,whatever is its fucking work tahan imbang emyu hamdallah
@iyhdarling emyu? https://t.co/mNJpnD2QA4,emyu,netral,emyu
@ManUtd_ID Benga!!,benga,negatif,benga
@KenzoAji_7 @ManUtd_ID Iya ya udah jumat tanggal 8,iya ya udah jumat tanggal,positif,iya ya jumat tanggal
Sampe kapan ya kata2 biasakan nonton emyu sampe abis ini dipake,sampe kapan ya kata biasakan nonton emyu sampe abis ini dipake,netral,ya biasakan tonton emyu habis pakai
@ManUtd_ID Alhamdulillah selesai,alhamdulillah selesai,positif,alhamdulillah selesai
@ManUtd_ID Hari ini tgl 0-2 anj,hari ini tgl anj,netral,tanggal anjing
@uyeeeb_ @ManUtd_ID City sdh treble,city sdh treble,netral,city treble
@ManUtd_ID Kalau altay main menang sih,kalau altay main menang sih,positif,altay main menang sih
Alhamdulillah telah kita tamatkan game relay emyu kalah ini. Semoga akun kalian aman sentosa sakinah mawaddah wadidaw.,alhamdulillah telah kita tamatkan game relay emyu kalah ini semoga akun kalian aman sentosa sakinah mawaddah wadidaw,negatif,alhamdulillah tamat game relay emyu kalah moga akun aman sentosa sakinah mawaddah wadidaw
@ManUtd_ID tumbang o dewe,tumbang o dewe,negatif,tumbang o dewe
@pierrrsonnn @ManUtd_ID HAHAHAHHAAHHAHAA,hahahahhaahhahaa,negatif,hahahahhaahhahaa
@ManUtd_ID Lek nulis ra waton njeplakkk min. Bener tapi kemaki tenan asuogggg,lek nulis ra waton njeplak min bener tapi kemaki tenan asuog,negatif,lek nulis ra waton njeplak min maki tenan asuog
SEJARAH GITAR-RINTIK RINDU&amp,sejarah gitarrintik rinduamp,positif,sejarah gitarrintik rinduamp
@ManUtd_ID Buang buang waktu saya saja anda ini!,buang buang waktu saya saja anda ini,negatif,buang buang
@ManUtd_ID @HarryMaguire93 Spill akun pribadi ente mimin. Update bgt sama gonjang ganjing di hutan rimba ini hahahah,spill akun pribadi ente mimin update bgt sama gonjang ganjing di hutan rimba ini hahahah,negatif,spill akun pribadi ente admin update banget gonjang ganjing di hutan rimba hahahah
@ManUtd_ID Ubur2 ikan lelee,ubur ikan lelee,negatif,ubur ikan lelee
@justtalkaja @strawberrymiaw @ManUtd_ID @justtalkaja Hai Kak maaf atas ketidaknyamanannya. Terkait padam agar dapat ditindak lanjuti mohon diinformasikan alamat lengkap via DM. Admin tunggu ya Kak. Tks -Ichsan,hai kak maaf atas ketidaknyamanannya terkait padam agar dapat ditindak lanjuti mohon diinformasikan alamat lengkap via dm admin tunggu ya kak tks ichsan,positif,hai kak maaf ketidaknyamanannya kait padam tindak lanjuti mohon informasi alamat lengkap via dm admin tunggu ya kak tks ichsan
@ElsaHaryuni Tp aku fans eMyU,tp aku fans emyu,netral,fan emyu
@ManUtd_ID Gas mantap,gas mantap,positif,gas mantap
Noussair Mazraoui membuat 8 challenges dan memenangkan semuanya @StatmanDave #ManchesterUnited #Mazraoui #kingemyu https://t.co/it7BfBu0YY,noussair mazraoui membuat challenges dan memenangkan semuanya manchesterunited mazraoui kingemyu,positif,noussair mazraoui challenges menang manchesterunited mazraoui kingemyu
@ManUtd_ID MU M nya Ngentot,mu m nya ngentot,negatif,mu m nya ngentot
@unmagnetism Kena lagi aja emyu.,kena lagi aja emyu,netral,kena emyu
Tinggal emyu deh yg bisa treble :( Europa League FA CS,tinggal emyu deh yg bisa treble europa league fa cs,positif,tinggal emyu deh treble europa league fa cs
@ManUtd_ID Udh bubar aja kata guamah,udh bubar aja kata guamah,negatif,bubar guamah
@ManUtd_ID Kayanya cocok main di hari jumat deh jangan senin. Makasih,kayanya cocok main di hari jumat deh jangan senin makasih,positif,kaya cocok main di jumat deh senin terima kasih
ubur ubur ikan lele emyu kalah le ï¸ #ManUtd #manchesterunited,ubur ubur ikan lele emyu kalah le manutd manchesterunited,negatif,ubur ubur ikan lele emyu kalah manutd manchesterunited
Erik Ten Hag : Saya tidak hancur pasca pertandingan lawan Liverpool dan saya tidak akan merayakan kemenangan ini Kita dalam perjalanan kita akan melihat akan berada dimana di bulan mei #ManchesterUnited #kingemyu https://t.co/0juZ1P1Wvu,erik ten hag saya tidak hancur pasca pertandingan lawan liverpool dan saya tidak akan merayakan kemenangan ini kita dalam perjalanan kita akan melihat akan berada dimana di bulan mei manchesterunited kingemyu,positif,erik ten hag hancur pasca tanding lawan liverpool raya menang jalan dimana di mei manchesterunited kingemyu
@ManUtd_ID Tayik sama mu le,tayik sama mu le,negatif,tayik mu
@ManUtd_ID Amorim pecat si ga ada kemajuan udah 3 bulan,amorim pecat si ga ada kemajuan udah bulan,negatif,amorim pecat sih maju
Goalllll 0-1 Liverpool Manchester United aduh anfield jadi taman kanak kanak emyu nih? #MUFC #ManchesterUnited #Liverpool https://t.co/QSdDk52wN9,goal liverpool manchester united aduh anfield jadi taman kanak kanak emyu nih mufc manchesterunited liverpool,netral,goal liverpool manchester united aduh anfield taman kanak kanak emyu nih mufc manchesterunited liverpool
@ManUtd_ID janji ga jadi 13 pas banter sm ipul,janji ga jadi pas banter sm ipul,negatif,janji pas banter ipul
Manuel Ugarte di persiapan jeda internasional Uriguay #ManchesterUnited #Ugarte #kingemyu https://t.co/r3ZZg9PkJc,manuel ugarte di persiapan jeda internasional uriguay manchesterunited ugarte kingemyu,netral,manuel ugarte di persiapan jeda internasional uriguay manchesterunited ugarte kingemyu
@ManUtd_ID Kasihan... jadi bahan bully-bullyan mulu nih fandom,kasihan jadi bahan bullybullyan mulu nih fandom,negatif,kasihan bahan bullybullyan mulu nih fandom
@ManUtd_ID Bobo heula ah amun kitu mah,bobo heula ah amun kitu mah,negatif,bobo heula ah amun kitu mah
@ManUtd_ID ini yang paling jujur leeeee,ini yang paling jujur le,positif,jujur
@ManUtd_ID alay ah gblg tong kikituan atuh,alay ah gblg tong kikituan atuh,negatif,alay ah gblg tong kikituan atuh
@NugrahaRM17 @trigi_wazza @jogjamfs Memang emyu udah kalah lagi kah kak? Tau aja emyu rutin di gua dan fans emyu manusia gua?,memang emyu udah kalah lagi kah kak tau aja emyu rutin di gua dan fans emyu manusia gua,negatif,emyu kalah kah kak tau emyu rutin di gua fan emyu manusia gua
@ManUtd_ID @Betfred Lepas raspot sma antony kalo ga dpet ganti sih dah gila lu,lepas raspot sma antony kalo ga dpet ganti sih dah gila lu,negatif,lepas raspot antony kalo dpet ganti sih deh gila lu
@ManUtd_ID Kelas,kelas,positif,kelas
@gonjenk1171 @idextratime kebo ga diitung emyu 2008/09 ga dianggap treble karena tersingkir dari piala fa dan kalah di final ucl,kebo ga diitung emyu ga dianggap treble karena tersingkir dari piala fa dan kalah di final ucl,positif,kebo diitung emyu anggap treble singkir piala fa kalah di final ucl
@ManUtd_ID Sangar tenan lee,sangar tenan lee,positif,sangar tenan lee
@ManUtd_ID Menang gak nih?,menang gak nih,positif,menang nih
@ManUtd_ID 3 kocong,kocong,negatif,kocong
EMYU vs TOTTENHAM vs CITY berdasarkan jumlah trofi Berikut adalah perbandingan trofi antara Tottenham Hotspur Manchester United dan Manchester City: a thread... https://t.co/mk4vtKbROD,emyu vs tottenham vs city berdasarkan jumlah trofi berikut adalah perbandingan trofi antara tottenham hotspur manchester united dan manchester city a thread,netral,emyu vs tottenham vs city dasar trofi banding trofi tottenham hotspur manchester united manchester city a thread
Alhamdulilah ngga sia-sia begadang nonton emyu #ManchesterUnited #GGMU,alhamdulilah ngga siasia begadang nonton emyu manchesterunited ggmu,positif,alhamdulilah siasia begadang tonton emyu manchesterunited ggmu
waktunya Manchester United. Amorim Ball akan tersaji malam ini lawan Everton. Di kandang Pula. Stop Fear... Spread Hope... GG MU ï¸ #MUNEVE #emyu #ManchesterUnited https://t.co/UC4ZtEmjTi,waktunya manchester united amorim ball akan tersaji malam ini lawan everton di kandang pula stop fear spread hope gg mu muneve emyu manchesterunited,positif,manchester united amorim ball saji malam lawan everton di kandang stop fear spread hope mu muneve emyu manchesterunited
@ManUtd_ID Ayo samgong wae daripada raiso bal balan,ayo samgong wae daripada raiso bal balan,negatif,ayo samgong wae raiso bal balan
@idextratime Kok bisa ya peringkat 1 PL kalah sama klub peringkat terakhir di championship? Ini lebih gong daripada emyu sih WKWKWK,kok bisa ya peringkat pl kalah sama klub peringkat terakhir di championship ini lebih gong daripada emyu sih wkwkwk,negatif,ya peringkat pl kalah klub peringkat di championship gong emyu sih wkwkwk
@ManUtd_ID 20 apa 17 si?,apa si,negatif,sih
Pagi td beli jersey birunya @ManUtd_ID malam ini mainnya kyk babi bgst tau gitu duitnya gw belikan makanan.,pagi td beli jersey birunya malam ini mainnya kyk babi bgst tau gitu duitnya gw belikan makanan,negatif,pagi beli jersey biru malam main kayak babi bgst tau duit gue belikan makan
@ManUtd_ID APA PERLU DITUTORIN CARA MAIN YG BENER AMA PERSIB BANDUNG MIN?,apa perlu ditutorin cara main yg bener ama persib bandung min,netral,ditutorin main persib bandung min
Meanwhile di Eredivisie Ajax lg memimpin klasemen poin sama ma PSV tp msh pny 1 match. Pelatihnya bagus nih cocok ngelatih Emyu.,meanwhile di eredivisie ajax lg memimpin klasemen poin sama ma psv tp msh pny match pelatihnya bagus nih cocok ngelatih emyu,positif,meanwhile di eredivisie ajax pimpin klasemen poin psv match latih bagus nih cocok ngelatih emyu
@ManUtd_ID Apa si kalah menang wajar ini mah kalah mulu anjing! #TENHAGOUT,apa si kalah menang wajar ini mah kalah mulu anjing tenhagout,positif,sih kalah menang wajar mah kalah mulu anjing tenhagout
@ManUtd_ID Kreak lagi lah bang.. lumayan banyak gaya walau hasil merana.,kreak lagi lah bang lumayan banyak gaya walau hasil merana,positif,kreak bang lumayan gaya hasil merana
@ManUtd_ID Selesaisudah ten10 dan onana,selesaisudah ten dan onana,netral,selesaisudah ten onana
@ManUtd_ID 20 atau 13 nih?,atau nih,netral,nih
@tirta_cipeng sama dok pikiran gue cuma bisa 4 besar aja udah sisanya bonus sampe sekarang cuma kesel aja tadi pemain tengahnya kek fefek semua hahaha. dah move on ah yang penting musim ini engga di kalahin emyu aja WKWKW,sama dok pikiran gue cuma bisa besar aja udah sisanya bonus sampe sekarang cuma kesel aja tadi pemain tengahnya kek fefek semua hahaha dah move on ah yang penting musim ini engga di kalahin emyu aja wkwkw,positif,dok pikir gue sisa bonus kesel main tengahnya kayak fefek hahaha deh move on ah musim di kalahin emyu wkwkw
@ManUtd_ID Hobi,hobi,positif,hobi
@thisisbaekho Apanyaa tuh bener kan king emyu poreper,apanyaa tuh bener kan king emyu poreper,negatif,apanyaa tuh king emyu poreper
Buat Milwall Bristol City dan Norwich siap-siap klean menghadapi Emyu di Championship musim depan #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/R8g6D6qe91,buat milwall bristol city dan norwich siapsiap klean menghadapi emyu di championship musim depan superlive supersoccer inirasanyasuper manchesterunited,netral,milwall bristol city norwich siapsiap klean hadap emyu di championship musim superlive supersoccer inirasanyasuper manchesterunited
@ManUtd_ID Itukan dulu sekarang ampas.. Woy bangun,itukan dulu sekarang ampas woy bangun,negatif,itukan ampas woy bangun
@idextratime Kalau gitu langsung kasih aja piala nya ke King emyu,kalau gitu langsung kasih aja piala nya ke king emyu,netral,langsung kasih piala nya ke king emyu
@ManUtd_ID tgl berapa lagi next match nya min? PL nya yah nuhun,tgl berapa lagi next match nya min pl nya yah nuhun,netral,tanggal next match nya min pl nya ya nuhun
Meanwhile di Eredivisie Ajax lg memimpin klasemen poin sama ma PSV tp msh pny 1 match. Pelatihnya bagus nih cocok ngelatih Emyu.,meanwhile di eredivisie ajax lg memimpin klasemen poin sama ma psv tp msh pny match pelatihnya bagus nih cocok ngelatih emyu,positif,meanwhile di eredivisie ajax pimpin klasemen poin psv match latih bagus nih cocok ngelatih emyu
Dari fans ipul saat botak malah mirip fans arsenal yg punya 2 hape.,dari fans ipul saat botak malah mirip fans arsenal yg punya hape,negatif,fan ipul botak fan arsenal hape
@ManUtd_ID El silahkan,el silahkan,netral,el silah
@ManUtd_ID assalamualaikum @Elokconny,assalamualaikum,positif,assalamualaikum
@mejikuhibiniia @ManUtd_ID @adidasfootball Ayoo kita belii wkwk,ayoo kita belii wkwk,positif,ayo beli wkwk
@ManUtd_ID Dimas drajad,dimas drajad,netral,mas drajad
@my_supersoccer Di emyu 3 match pertama ngegolin mulu. Gausah jauh jauh sancho awal dichelsea katanya bagus skrg ngerasa di scam mereka. Seharusnya paham lah maksud gua apa kalo otaknya masih berfungsi,di emyu match pertama ngegolin mulu gausah jauh jauh sancho awal dichelsea katanya bagus skrg ngerasa di scam mereka seharusnya paham lah maksud gua apa kalo otaknya masih berfungsi,negatif,di emyu match ngegolin mulu sancho dichelsea bagus di scam paham maksud gua kalo otak fungsi
@sadewa9772 @FCBarcelona coba setting emyu menang lawan spurs,coba setting emyu menang lawan spurs,positif,coba setting emyu menang lawan spurs
@ManUtd_ID Tim terkutuk,tim terkutuk,negatif,tim kutuk
