Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
Tolol,tolol,negatif,tolol
YANG BIKIN HARGA PEMAIN YG MAU DI BELI MU MAHAL APA YA? CONTOH KATA NYA YORO TALENTA BERBAKAT GAYA MAIN SEPERTI VARANE TAPI MELIHAT DIA BERMAIN TIDAK SEPERTI HARGA NYA YG FANTASTIS DI USIA NYA YG SEGITU DAN MASIH MINIM PRESTASI JUGA PENGALAMANï£¿Ã¼Ã´Ã¥,yang bikin harga pemain yg mau di beli mu mahal apa ya contoh kata nya yoro talenta berbakat gaya main seperti varane tapi melihat dia bermain tidak seperti harga nya yg fantastis di usia nya yg segitu dan masih minim prestasi juga pengalaman,negatif,bikin harga main di beli mu mahal ya contoh nya yoro talenta bakat gaya main varane main harga nya fantastis di usia nya segitu minim prestasi alam
Ambil chihwel aja,ambil chihwel aja,netral,ambil chihwel
Malah kebobolan pula,malah kebobolan pula,negatif,bobol
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
"Mazraoui dengan crosses-nya, bener-bener ngasih dimensi baru di sisi kanan. Sayap MU makin hidup!",mazraoui dengan crossesnya benerbener ngasih dimensi baru di sisi kanan sayap mu makin hidup,positif,mazraoui crossesnya benerbener asih dimensi di sisi kanan sayap mu hidup
Onana tetap akan main klau gak main manchester United rugi itu lah hasil bisnis kesepakatan para mafia di manchester United masih kotor mikirin bisnis dari pada juara ï£¿Ã¼Ã²Ãï£¿Ã¼Ã®â¢,onana tetap akan main klau gak main manchester united rugi itu lah hasil bisnis kesepakatan para mafia di manchester united masih kotor mikirin bisnis dari pada juara,negatif,onana main main manchester united rugi hasil bisnis sepakat mafia di manchester united kotor pikir bisnis juara
"kalo pelatihnya masih eth, sulit MU bersaing di PL & CL, apalagi pemainya masih ada raspod, gasing, tomeni",kalo pelatihnya masih eth sulit mu bersaing di pl cl apalagi pemainya masih ada raspod gasing tomeni,negatif,kalo latih eth sulit mu saing di pl cl mai raspod gasing tomeni
Syukurlah gak di bantai,syukurlah gak di bantai,positif,syukur di bantai
Grenwood top score liga perancis sekargï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,grenwood top score liga perancis sekarg,netral,grenwood top score liga perancis sekarg
riill bang,riill bang,negatif,riill bang
"Saya optimis dengan perubahan yang dibawa Ruben Amorim, meskipun hasil imbang, saya merasa MU bisa lebih baik di pertandingan berikutnya.",saya optimis dengan perubahan yang dibawa ruben amorim meskipun hasil imbang saya merasa mu bisa lebih baik di pertandingan berikutnya,positif,optimis ubah bawa ruben amorim hasil imbang mu di tanding
"Hojlund makin tajam, tapi jika defense nggak diperbaiki, MU nggak akan jauh. Kemenangan 2-1 masih belum cukup.",hojlund makin tajam tapi jika defense nggak diperbaiki mu nggak akan jauh kemenangan masih belum cukup,positif,hojlund tajam defense diperbaiki mu menang
main aja jarang tapi kaga fit aneh,main aja jarang tapi kaga fit aneh,negatif,main jarang kagak fit aneh
Bruno: pertahankan standart kita,bruno pertahankan standart kita,netral,bruno tahan standart
"Main bagus tapi tidak ada hasil, sama seperti era Ten Hag.",main bagus tapi tidak ada hasil sama seperti era ten hag,negatif,main bagus hasil era ten hag
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
"Defensifnya masih lemah, tapi menyerang lebih baik dari sebelumnya. Perlu ditingkatkan di semua lini.",defensifnya masih lemah tapi menyerang lebih baik dari sebelumnya perlu ditingkatkan di semua lini,positif,defensif lemah serang tingkat di lini
Onana ga punya reflek.. Planga plongo,onana ga punya reflek planga plongo,negatif,onana reflek planga plongo
Antony tuker mudryk aja,antony tuker mudryk aja,netral,antony tuker mudryk
"Saya sedikit kecewa dengan hasil imbang, namun saya melihat peningkatan besar di lini pertahanan dan kreativitas dari Bruno Fernandes.",saya sedikit kecewa dengan hasil imbang namun saya melihat peningkatan besar di lini pertahanan dan kreativitas dari bruno fernandes,positif,kecewa hasil imbang tingkat di lini tahan kreativitas bruno fernandes
"Stop mainin rashford sm Casemiro sebagai starter, kasih Amad sm ugarte yg main Inti",stop mainin rashford sm casemiro sebagai starter kasih amad sm ugarte yg main inti,netral,stop mainin rashford casemiro starter kasih amad ugarte main inti
Fit tapi planga plongo,fit tapi planga plongo,netral,fit planga plongo
"Teruk gila finishing mu semalam, sepatutnya boleh gol lebih dari 5-0 tapi attacker dan finishing mu teruk gila ï£¿Ã¼Ã²Â¢",teruk gila finishing mu semalam sepatutnya boleh gol lebih dari tapi attacker dan finishing mu teruk gila,negatif,teruk gila finishing mu malam patut gol attacker finishing mu teruk gila
Pertandingan lawan liverpool menurut saya malah rashford ngasih 2 umpan yg harusnya jadi gol..malah garnacho yg sering kehilangan bola.,pertandingan lawan liverpool menurut saya malah rashford ngasih umpan yg harusnya jadi golmalah garnacho yg sering kehilangan bola,netral,tanding lawan liverpool rashford asih umpan golmalah garnacho hilang bola
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif,taktik amorim serang cepat efektif sepak bola kelas dunia
"Midfield kita sampah! Nggak bisa ngontrol tempo, umpan ngaco semua!",midfield kita sampah nggak bisa ngontrol tempo umpan ngaco semua,positif,midfield sampah ngontrol tempo umpan aco
Fix jgn nonton live emyu ï£¿Ã¼Ã²Ã,fix jgn nonton live emyu,negatif,fix tonton live emyu
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral,mu tingkat main passing di lini diperbaiki
1 pemain brigton dijaga 4 org itu dah konyol sih,pemain brigton dijaga org itu dah konyol sih,negatif,main brigton jaga orang deh konyol sih
"@tifyanwisnuh jangan liat pemain lain liat arah bola yang nerima,maguire lari dari belakang bek lawan",jangan liat pemain lain liat arah bola yang nerimamaguire lari dari belakang bek lawan,negatif,lihat main lihat arah bola nerimamaguire lari bek lawan
"Kemenangan telak 4-0, tapi pertahanan masih bisa lebih baik. Harus lebih waspada di laga-laga mendatang.",kemenangan telak tapi pertahanan masih bisa lebih baik harus lebih waspada di lagalaga mendatang,positif,menang telak tahan waspada di lagalaga
Banyak bikin orang senyum emang bikin badan sehat,banyak bikin orang senyum emang bikin badan sehat,positif,bikin orang senyum bikin badan sehat
@arisrmdhan_ rashford pun tak guna,rashford pun tak guna,netral,rashford
"Build-up play lebih variatif, tidak monoton seperti dulu.",buildup play lebih variatif tidak monoton seperti dulu,positif,buildup play variatif monoton
"teruskan bang, jangan nonton sampe MU Juara",teruskan bang jangan nonton sampe mu juara,negatif,teruskan bang tonton mu juara
"Antony sangat kurang efektif di sayap, dia kehilangan bola terlalu banyak dan tidak memberikan ancaman nyata untuk pertahanan Brighton.",antony sangat kurang efektif di sayap dia kehilangan bola terlalu banyak dan tidak memberikan ancaman nyata untuk pertahanan brighton,negatif,antony efektif di sayap hilang bola ancam nyata tahan brighton
@ariefta87 ada ada aja bang ini club ampun wkwk,ada ada aja bang ini club ampun wkwk,negatif,bang club ampun wkwk
Gegenpressing ala Amorim lebih efektif daripada pressing setengah matang Ten Hag.,gegenpressing ala amorim lebih efektif daripada pressing setengah matang ten hag,positif,gegenpressing ala amorim efektif pressing matang ten hag
Semoga musim depan MU bisa lebih solid dan bersaing di papan atas.,semoga musim depan mu bisa lebih solid dan bersaing di papan atas,positif,moga musim mu solid saing di papan
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral,jadwal main jam
salfok ada bendera thailand ï£¿Ã¼Â§Ã®,salfok ada bendera thailand,netral,salah fokus bendera thailand
Wkwk,wkwk,positif,wkwk
Nggak berharap apa2,nggak berharap apa,positif,harap
"Goblog anjing malming nyeuri hate, wartoskeun ka tenhag ulah ngide make bruno striker tai, atos aya zirkzee mun te dipake jang naon anjg",goblog anjing malming nyeuri hate wartoskeun ka tenhag ulah ngide make bruno striker tai atos aya zirkzee mun te dipake jang naon anjg,negatif,goblog anjing malming nyeuri hate wartoskeun kak tenhag ulah ngide pakai bruno striker tahi atos aya zirkzee mun te pakai jang naon anjg
Fit tp tll,fit tp tll,netral,fit tll
Amorim lebih fleksibel dalam mengganti skema saat pertandingan berlangsung.,amorim lebih fleksibel dalam mengganti skema saat pertandingan berlangsung,positif,amorim fleksibel ganti skema tanding
Kombinasi passing di sepertiga akhir lebih variatif dibanding era Ten Hag.,kombinasi passing di sepertiga akhir lebih variatif dibanding era ten hag,positif,kombinasi passing di sepertiga variatif banding era ten hag
Stop maenin raspot dr awal..!!,stop maenin raspot dr awal,negatif,stop maenin raspot
Kalo ada var pasti offside,kalo ada var pasti offside,netral,kalo var offside
Ten Hag masih butuh waktu. Kasih dia kesempatan buat ngebangun tim yang lebih solid.,ten hag masih butuh waktu kasih dia kesempatan buat ngebangun tim yang lebih solid,positif,ten hag butuh kasih kesempatan ngebangun tim solid
"Amorim membuat permainan lebih seimbang antara serangan dan bertahan, tetapi konsistensi masih jadi masalah.",amorim membuat permainan lebih seimbang antara serangan dan bertahan tetapi konsistensi masih jadi masalah,netral,amorim main imbang serang tahan konsistensi
@hanavhi_ bukannya babak 1 sm match sebelumnya ada yg bilang mount ga guna ya?.. serba salah juga nih staff emyu,bukannya babak sm match sebelumnya ada yg bilang mount ga guna ya serba salah juga nih staff emyu,negatif,babak match bilang mount ya serba salah nih staff emyu
onana main home beeeh combo mematikan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana main home beh combo mematikan,netral,onana main home beh combo mati
Min ngetik SETUJU itu kayak gimana sii minbot,min ngetik setuju itu kayak gimana sii minbot,negatif,min etik tuju kayak sih minbot
@rick20qq 1 kata untuk Casemiro,kata untuk casemiro,netral,casemiro
"Dulu kita kritik Ten Hag, sekarang Amorim 100x lebih parah. MU sudah mati!",dulu kita kritik ten hag sekarang amorim x lebih parah mu sudah mati,negatif,kritik ten hag amorim kali parah mu mati
Kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,kalo pelatih nya zidan mungkin performa rashi akan kembali ganas seperti dulu,positif,kalo latih nya zidan performa rashi ganas
Jual aja saranin,jual aja saranin,netral,jual saran
"@antho_aruan pasti kebobolan gak mungkin gak ada kata gak gol pasti kebobolan, jewer kuping gw kalo sampe gak kebonolanï£¿Ã¼Ã²Ã",pasti kebobolan gak mungkin gak ada kata gak gol pasti kebobolan jewer kuping gw kalo sampe gak kebonolan,negatif,bobol gol bobol jewer kuping gue kalo kebonolan
@mrihsani keputusan bijak nan cerdas wkwk ga ngikutin sebulan aja hidup rasanya lebih fresh,keputusan bijak nan cerdas wkwk ga ngikutin sebulan aja hidup rasanya lebih fresh,positif,putus bijak nan cerdas wkwk mengikuti sebulan hidup fresh
martial 0.2,martial,positif,martial
"Baru kali ini nonton Arsenal, tapi apa memang mereka cara main nya kaya gitu ya? Passing kanan kiri crossing, gitu terus sampai 120 menit",baru kali ini nonton arsenal tapi apa memang mereka cara main nya kaya gitu ya passing kanan kiri crossing gitu terus sampai menit,negatif,kali tonton arsenal main nya kaya ya passing kanan kiri crossing menit
"Saya berharap pelatih lebih sering menurunkan pemain muda, mereka sangat berbakat.",saya berharap pelatih lebih sering menurunkan pemain muda mereka sangat berbakat,positif,harap latih turun main muda bakat
@unitedtalks_official kirain gue doang yg ngerasaï£¿Ã¼Ã²Ã,kirain gue doang yg ngerasa,negatif,gue doang
Garnacho dan amad game changer,garnacho dan amad game changer,netral,garnacho amad game changer
Eth brharap rash menemukan performa terbaiknya dg cara slalu menurunkannya namun ttp gagal sepertinya eth hrs membuat keputusan dg mempertimbangkan garnacho lwf dan amad rwf,eth brharap rash menemukan performa terbaiknya dg cara slalu menurunkannya namun ttp gagal sepertinya eth hrs membuat keputusan dg mempertimbangkan garnacho lwf dan amad rwf,positif,eth brharap rash temu performa terbaiknya turun gagal eth putus timbang garnacho lwf amad rwf
Yaudah iya,yaudah iya,netral,yaudah iya
Kok MU sering banget kena counter attack? Harusnya bisa lebih disiplin di lini tengah.,kok mu sering banget kena counter attack harusnya bisa lebih disiplin di lini tengah,negatif,mu banget kena counter attack disiplin di lini
@agungbudifitrah ngaco bang. Raspot dah sering di taro di tengah malah nambah bingung g dia. Udh paling bner di jual lah semenjak pake no 10 dia mulai limbung ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,ngaco bang raspot dah sering di taro di tengah malah nambah bingung g dia udh paling bner di jual lah semenjak pake no dia mulai limbung,negatif,aco bang raspot deh di taro di menambah bingung di jual semenjak pakai no limbung
"Laga kedua Amorim, kemenangan 3-0! Tapi jangan lupa, kita masih banyak PR di lini belakang.",laga kedua amorim kemenangan tapi jangan lupa kita masih banyak pr di lini belakang,positif,laga amorim menang lupa pr di lini
"@alief_akbar15 satu lagi, emang manajemen minta de gea sama greenwood balik lagi? Kocakï£¿Ã¼Ã²Ã",satu lagi emang manajemen minta de gea sama greenwood balik lagi kocak,negatif,manajemen deh gea greenwood kocak
"Gw bilang apa nyepelein,  formasi gak jelas morim morim",gw bilang apa nyepelein formasi gak jelas morim morim,negatif,gue bilang nyepelein formasi morim morim
"Saya optimis dengan perubahan yang dibawa Ruben Amorim, tetapi kami harus lebih tajam di depan gawang untuk meraih kemenangan.",saya optimis dengan perubahan yang dibawa ruben amorim tetapi kami harus lebih tajam di depan gawang untuk meraih kemenangan,positif,optimis ubah bawa ruben amorim tajam di gawang raih menang
"Onana semakin menunjukkan kelasnya, tapi pertahanan masih lemah. Kemenangan 3-0 bukan berarti kita aman.",onana semakin menunjukkan kelasnya tapi pertahanan masih lemah kemenangan bukan berarti kita aman,positif,onana kelas tahan lemah menang aman
"Selalu ada ruang untuk perbaikan, tapi setidaknya permainan lebih terstruktur sekarang.",selalu ada ruang untuk perbaikan tapi setidaknya permainan lebih terstruktur sekarang,positif,ruang perbaikan main struktur
Klub terkutuk,klub terkutuk,negatif,klub kutuk
"Pertandingan seru, tapi tim harus lebih konsisten kalau mau menang terus.",pertandingan seru tapi tim harus lebih konsisten kalau mau menang terus,positif,tanding seru tim konsisten menang
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral,lu posisi unbeaten bilbao unbeaten kah
bener-bener diterpa badai coyï£¿Ã¼Ã²Â¢,benerbener diterpa badai coy,negatif,benerbener terpa badai coy
Sudah kubilang zirkzee = martial v.2,sudah kubilang zirkzee martial v,netral,bilang zirkzee martial v
media bilek ga emyu ga rame,media bilek ga emyu ga rame,negatif,media bilek emyu rame
Udah gapaham lagi sama onana. Reflek nya ampun ni orang,udah gapaham lagi sama onana reflek nya ampun ni orang,negatif,gapaham onana reflek nya ampun orang
"Penyerang kiri ya kasih pemain di posisinya, ada Amad dan Antony malah mainkan Rashford disana",penyerang kiri ya kasih pemain di posisinya ada amad dan antony malah mainkan rashford disana,netral,serang kiri ya kasih main di posisi amad antony main rashford disana
"@agungbudifitrah ya bisa aja bang, trgantung keinginan pemain nya itu sndiri sbenernya. Tapi kog gw merasa ga ada tekad sebesar itu",ya bisa aja bang trgantung keinginan pemain nya itu sndiri sbenernya tapi kog gw merasa ga ada tekad sebesar itu,negatif,ya bang trgantung main nya sbenernya gue tekad
"@seanxndrr jgn liat gol nya, liat decision making nya, passing nya udh 2 game, jgn samain pre season",jgn liat gol nya liat decision making nya passing nya udh game jgn samain pre season,negatif,lihat gol nya lihat decision making nya passing nya game samain pre season
Ini pasti dikasih minum sprite campur insto ama ci Onana makanya mereka gak fit,ini pasti dikasih minum sprite campur insto ama ci onana makanya mereka gak fit,negatif,kasih minum sprite campur insto ci onana fit
