Comment Text,Cleaned Comment,Sentiment
@irfansyahidi bro ga liat match pertama se op apa Maguire?,bro ga liat match pertama se op apa maguire,negatif
"Saya melihat banyak perubahan positif dalam permainan tim, meskipun hasil imbang ini, saya yakin Ruben Amorim akan membawa MU kembali ke jalur kemenangan.",saya melihat banyak perubahan positif dalam permainan tim meskipun hasil imbang ini saya yakin ruben amorim akan membawa mu kembali ke jalur kemenangan,positif
"Amad lagi berduka ko dimainkan,ayah dari istri meninggalï£¿Ã¼Ã²Â¢",amad lagi berduka ko dimainkanayah dari istri meninggal,positif
Bismillah aja untuk sisa musim iniï£¿Ã¼â¢Ïï£¿Ã¼Ã´Ã¥,bismillah aja untuk sisa musim ini,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Semoga ada ugarte jadi bisa refresh lagi dah performanya case,semoga ada ugarte jadi bisa refresh lagi dah performanya case,positif
@akubangje siap si paling efootball,siap si paling efootball,positif
"Taktik Amorim membuat MU lebih unpredictable, ini yang kita butuhkan.",taktik amorim membuat mu lebih unpredictable ini yang kita butuhkan,positif
Garnacho in & delight biar hidup permainan jgn telat masukannya,garnacho in delight biar hidup permainan jgn telat masukannya,netral
"Ten Hag masih mending lah, ini Amorim kayak pelatih tim kampung! MALU!",ten hag masih mending lah ini amorim kayak pelatih tim kampung malu,negatif
Amorim masakannya makin enak ï£¿Ã¼Ã²Ã§ï£¿Ã¼Ã²Ã§ï£¿Ã¼Ã²Ã§,amorim masakannya makin enak,positif
@aintripki dikira gampang yaa mas megang MU hahaha. Mou aja sebangga itu bisa finish di posisi 2 sampe bilang itu puncak karirnya. ETH ini imba bgt waktu di ajax loh. Tapi ya megang emyu bukan perihal mudah ï£¿Ã¼Ã²Ã,dikira gampang yaa mas megang mu hahaha mou aja sebangga itu bisa finish di posisi sampe bilang itu puncak karirnya eth ini imba bgt waktu di ajax loh tapi ya megang emyu bukan perihal mudah,positif
Belum rejekiiiiï£¿Ã¼Ã²Â¢,belum rejeki,negatif
@derinal24 d chrome aja ketik tigoals,d chrome aja ketik tigoals,netral
"RÃºben Amorim sukses meningkatkan mentalitas tim, mereka lebih percaya diri di lapangan.",r ben amorim sukses meningkatkan mentalitas tim mereka lebih percaya diri di lapangan,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Mending jadiin duit,mending jadiin duit,negatif
Yaudah iya,yaudah iya,netral
"hoo.. terkuras buat emosi, overthinking, dan di area kerja tadi dibully, sepulang kerja lihat livescore giliran aku yg ngebully",hoo terkuras buat emosi overthinking dan di area kerja tadi dibully sepulang kerja lihat livescore giliran aku yg ngebully,negatif
Onana bawa sial,onana bawa sial,negatif
share jadwanya emyu dong bang,share jadwanya emyu dong bang,netral
"@ivn.maulana gak nyambung lo, yg dibilang berkembang itu arteta bukan ten hag",maulana gak nyambung lo yg dibilang berkembang itu arteta bukan ten hag,negatif
"Meskipun belum sempurna, tapi MU terlihat lebih terorganisir sejak dilatih Amorim.",meskipun belum sempurna tapi mu terlihat lebih terorganisir sejak dilatih amorim,positif
Harinya @altaybayindir ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨,harinya,netral
@gdoneofak1nd Yoi bng mungkin untuk Casemiro bakal dicoba KLO ugarte udh masuk squad,yoi bng mungkin untuk casemiro bakal dicoba klo ugarte udh masuk squad,netral
@ardhiyasafriyadi klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,klo di liat ini emng kontraknya onana main terus di liga mslnya bayindir ini mulai di percaya di fa cup dan uel tpi di liga blom prnh di mainin,negatif
"Taktik Amorim luar biasa! Serangan cepat dan efektif, ini sepak bola kelas dunia!",taktik amorim luar biasa serangan cepat dan efektif ini sepak bola kelas dunia,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"POV untuk pertandingan kemarin v Liverpool, knp hrs ada Rashford, ya krn belio satuÂ¬â¤nya homegrown, klo gak salah aturannya setiap klub/pertandingan hrs memainkan min. 1 pemain homegrown",pov untuk pertandingan kemarin v liverpool knp hrs ada rashford ya krn belio satu nya homegrown klo gak salah aturannya setiap klubpertandingan hrs memainkan min pemain homegrown,netral
Antony tuker mudryk aja,antony tuker mudryk aja,netral
"Tenang, minimal 1 trophy musim ini",tenang minimal trophy musim ini,netral
"Ruben Amorim sudah mulai memperkenalkan filosofi baru, namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan.",ruben amorim sudah mulai memperkenalkan filosofi baru namun saya merasa lini serang masih perlu banyak perbaikan untuk meraih kemenangan,positif
di kutuk bully Liverpool puasa 30 tahun pdahal di kurun waktu itu ada dapet UCL  sekarang MU Giliran bakal puasa gelar dan gak akan dapat piala bergengsi apapun paling mentok ueropa league,di kutuk bully liverpool puasa tahun pdahal di kurun waktu itu ada dapet ucl sekarang mu giliran bakal puasa gelar dan gak akan dapat piala bergengsi apapun paling mentok ueropa league,negatif
@muhammad_dani131 ya syukur kalo lo menikmati permainan antah berantah. aplg doyan liat bola di trashford,ya syukur kalo lo menikmati permainan antah berantah aplg doyan liat bola di trashford,positif
"ntar mah giliran di buang dijual gitu malah gacor di club baru, malah greget jadinya ï£¿Ã¼Â§Â£",ntar mah giliran di buang dijual gitu malah gacor di club baru malah greget jadinya,positif
etdah itu jelas offside bang jauh banget offsidenya,etdah itu jelas offside bang jauh banget offsidenya,negatif
iya bener belum sampe akhir musim awkwkkw ten hag stay 10 musim,iya bener belum sampe akhir musim awkwkkw ten hag stay musim,positif
Sangat berharap MU bisa menang di pertandingan besar selanjutnya.,sangat berharap mu bisa menang di pertandingan besar selanjutnya,positif
"Udah beli pemain banyak dan kemauan pelatih , Kalo mainnya gk berubah sih emang katrok Ten hag",udah beli pemain banyak dan kemauan pelatih kalo mainnya gk berubah sih emang katrok ten hag,negatif
Ga ada bedanya ama 10hag .. gonta ganti pemain .. kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya ï£¿Ã¼Ã²â ï£¿Ã¼Ã²â,ga ada bedanya ama hag gonta ganti pemain kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya,negatif
@tokosandalmakmi masalah di MU ini ga melulu karna pelatih. Coba di inget2 lg deh statement Ronaldo blm lama ini tentang MU.,masalah di mu ini ga melulu karna pelatih coba di inget lg deh statement ronaldo blm lama ini tentang mu,positif
Boleh juga yah main Joshua Zikri sekarangï£¿Ã¼Ã®â¢,boleh juga yah main joshua zikri sekarang,netral
Berdoa aja gaes semoga Nana ga ngelawak,berdoa aja gaes semoga nana ga ngelawak,negatif
"Amorim lebih fleksibel dalam taktik, tidak sekaku Ten Hag yang terlalu idealis.",amorim lebih fleksibel dalam taktik tidak sekaku ten hag yang terlalu idealis,negatif
"pasti kebobolan gak mungkin gak ada kata gak gol pasti kebobolan, jewer kuping gw kalo sampe gak kebobolan",pasti kebobolan gak mungkin gak ada kata gak gol pasti kebobolan jewer kuping gw kalo sampe gak kebobolan,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
jasa vektor dm aja,jasa vektor dm aja,netral
Boleh juga yah main Joshua Zikri sekarangï£¿Ã¼Ã®â¢,boleh juga yah main joshua zikri sekarang,netral
@rcberlianto flop juga gak masalah sih harga murah+gaji juga turun jauh. *Tidak ada biaya peminjaman juga,flop juga gak masalah sih harga murahgaji juga turun jauh tidak ada biaya peminjaman juga,positif
"Ga ada istilah salah siapa, ga ada yg tau juga kedepannya. Manajemen cuma manusia bukan nabi boyy!!!ï£¿Ã¼Ã²Ã",ga ada istilah salah siapa ga ada yg tau juga kedepannya manajemen cuma manusia bukan nabi boyy,negatif
@yuliaannto level eth ya cmn segitu aja ï£¿Ã¼Ã²Ã,level eth ya cmn segitu aja,negatif
Fit tapi planga plongo,fit tapi planga plongo,netral
Pertandingan lawan liverpool menurut saya malah rashford ngasih 2 umpan yg harusnya jadi gol..malah garnacho yg sering kehilangan bola.,pertandingan lawan liverpool menurut saya malah rashford ngasih umpan yg harusnya jadi golmalah garnacho yg sering kehilangan bola,netral
"De gea/ diamonde, de light, maguire/ mazroi, mctomnay, maino,Davies/ Kvaratskhelia, hojlund/gyokeres, olise",de gea diamonde de light maguire mazroi mctomnay mainodavies kvaratskhelia hojlundgyokeres olise,netral
Main dah satu squad,main dah satu squad,netral
onana main home beeeh combo mematikan ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana main home beh combo mematikan,netral
Pemain kita harus mulai nonton tutorial YouTube cara passing yang benar!,pemain kita harus mulai nonton tutorial youtube cara passing yang benar,netral
Setuju dan kualitas United akan tetap seperti itu jika masih ada rashy,setuju dan kualitas united akan tetap seperti itu jika masih ada rashy,positif
"halah mourinho lagi, emang di MU pada saat itu dapet piala abis itu kemana? di roma juga b aja sekarang ke fenerbahce, yaa gitu aja, bagus karna brandingnya kuat, bagus karna team management, secara taktik? b aja",halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,positif
astaga onana,astaga onana,negatif
"Tim lebih agresif dan punya banyak variasi serangan, senang melihat ini.",tim lebih agresif dan punya banyak variasi serangan senang melihat ini,positif
"Ten Hag sudah menciptakan dasar yang solid dalam permainan tim, namun mereka perlu lebih tajam dalam penyelesaian akhir.",ten hag sudah menciptakan dasar yang solid dalam permainan tim namun mereka perlu lebih tajam dalam penyelesaian akhir,netral
Badut,badut,negatif
@rezkynurhadii bro itu kalo depannya fulham ga bapuk udah brp gol itu,bro itu kalo depannya fulham ga bapuk udah brp gol itu,negatif
"Hojlund mulai nyetel sama tim! Yang gue tunggu-tunggu adalah musim depannya, pasti lebih brutal!",hojlund mulai nyetel sama tim yang gue tunggutunggu adalah musim depannya pasti lebih brutal,positif
"Di lapangan aja gak gerak apa"" .... ya pasti tetap fitlah ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã Onanananananaaï£¿Ã¼Ã²Ã",di lapangan aja gak gerak apa ya pasti tetap fitlah onanananananaa,positif
Amorim masterclass! Ten Hag cuma bisa mimpi buat tim main sebagus ini!,amorim masterclass ten hag cuma bisa mimpi buat tim main sebagus ini,positif
"Setuju,",setuju,positif
Beban club,beban club,negatif
Pertandingan lawan liverpool menurut saya malah rashford ngasih 2 umpan yg harusnya jadi gol..malah garnacho yg sering kehilangan bola.,pertandingan lawan liverpool menurut saya malah rashford ngasih umpan yg harusnya jadi golmalah garnacho yg sering kehilangan bola,netral
Bapuk amat,bapuk amat,negatif
pak gubernur juga bapuk betul lah,pak gubernur juga bapuk betul lah,negatif
"@bobbymulyana307 kyle walker dari awal kan udah epl kocak, iyaa udah tua tapi kan pengalam di eplnya masa mau dibandingin sama case, bro broo",kyle walker dari awal kan udah epl kocak iyaa udah tua tapi kan pengalam di eplnya masa mau dibandingin sama case bro broo,negatif
"Nonton pertandingan tadi tuh mixed feelings, ada momen keren tapi juga banyak blunder.",nonton pertandingan tadi tuh mixed feelings ada momen keren tapi juga banyak blunder,negatif
"Hasil imbang di pertandingan pertama agak mengecewakan, namun ada perbaikan dalam cara bermain MU di bawah Ruben Amorim.",hasil imbang di pertandingan pertama agak mengecewakan namun ada perbaikan dalam cara bermain mu di bawah ruben amorim,negatif
@zaidanilhami dibilang buang itu mount....buanggg,dibilang buang itu mountbuang,negatif
"jangankan Jamie, Baginda Maha Raja Towel aja pasti bilang gitu",jangankan jamie baginda maha raja towel aja pasti bilang gitu,negatif
Oh ya oke ï£¿Ã¼Ã²Ã Ya ampun pedes bener sindiran nya ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,oh ya oke ya ampun pedes bener sindiran nya,negatif
MENYESAL TOTAL supporter MU sekarang. Era Amorim = Era KEGELAPAN!,menyesal total supporter mu sekarang era amorim era kegelapan,negatif
Dalot dikasih kesempatan main sampe full time kayanya emang bakalan diambil dorgu posisi dia,dalot dikasih kesempatan main sampe full time kayanya emang bakalan diambil dorgu posisi dia,positif
tolol,tolol,negatif
Teorinya begitu cuma gk tau tuh rashford ada clausul apa gmana sih Rashford udh kayak pejabat gak bisa di ganggu gugat suka suk weh,teorinya begitu cuma gk tau tuh rashford ada clausul apa gmana sih rashford udh kayak pejabat gak bisa di ganggu gugat suka suk weh,positif
@maulanapetzl_23 terus coba sebutin siapa yg cocok gantiin?,terus coba sebutin siapa yg cocok gantiin,netral
Tuker palmer kalo mau,tuker palmer kalo mau,netral
Jgn chilwell kaki kaca sama aja kyk shaw,jgn chilwell kaki kaca sama aja kyk shaw,negatif
"Kok offside ya, bukannya itu sejajar, walaupun ga ada pemain lawanï£¿Ã¼Ã²Ã",kok offside ya bukannya itu sejajar walaupun ga ada pemain lawan,negatif
"Degradasi dia,dngan pemain satu kelurahan nya",degradasi diadngan pemain satu kelurahan nya,negatif
@rezafebr28 klo bisa nontonnya jangan pas Onana maiiin bwaaang...ï£¿Ã¼Â§â¢,klo bisa nontonnya jangan pas onana main bwang tm,negatif
"Ruben Amorim sudah mulai menunjukkan kualitasnya, meskipun hasil pertama imbang, saya yakin dia bisa membawa MU ke level yang lebih tinggi.",ruben amorim sudah mulai menunjukkan kualitasnya meskipun hasil pertama imbang saya yakin dia bisa membawa mu ke level yang lebih tinggi,positif
senggol dikit = jatuh = kartu. wasitnyaaaaaaaï£¿Ã¼Ã®â¢,senggol dikit jatuh kartu wasitnya,positif
@ivn.maulana casemiro gak lu sebut sebagai masalah . 2 gol dari kesalahan dia loh. Itu alasan kenapa ugarte di beli,maulana casemiro gak lu sebut sebagai masalah gol dari kesalahan dia loh itu alasan kenapa ugarte di beli,negatif
taek ah introspeksi dong luu,taek ah introspeksi dong luu,negatif
"MU lebih solid dalam penguasaan bola, tapi masih kurang tajam di depan.",mu lebih solid dalam penguasaan bola tapi masih kurang tajam di depan,negatif
"Zirkzee sama Hojlund depan serem sih, ada fisik ada teknik. Musim depan bakal jadi duet maut!",zirkzee sama hojlund depan serem sih ada fisik ada teknik musim depan bakal jadi duet maut,negatif
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
"ngasal ae kalau komen, jelas ga pake play maker wkwk, maksud lu bruno? Dia jdi dm boy, eriksen maino jdi sayap tapi agak masuk, jdi wing bek yg bolak balik atas bawah sndiri, kalau babak 2 diallo jdi wing bek kanan garna sayap kiri maino sayap",ngasal ae kalau komen jelas ga pake play maker wkwk maksud lu bruno dia jdi dm boy eriksen maino jdi sayap tapi agak masuk jdi wing bek yg bolak balik atas bawah sndiri kalau babak diallo jdi wing bek kanan garna sayap kiri maino sayap,negatif
Betul banget bang. Kacau jadinya di menit menit krusial,betul banget bang kacau jadinya di menit menit krusial,negatif
"nah. Itu dia bro.. Beda kalo hojlund. Udah mentok, masuk si Zikri langsung leluasa banget winger MU karna bisa buka ruang walaupun cuma keliatan mondar mandir",nah itu dia bro beda kalo hojlund udah mentok masuk si zikri langsung leluasa banget winger mu karna bisa buka ruang walaupun cuma keliatan mondar mandir,positif
"Perlu waktu adaptasi, tapi filosofi Amorim lebih cocok dengan DNA United.",perlu waktu adaptasi tapi filosofi amorim lebih cocok dengan dna united,positif
"jadi salah pelatih gitu karna bawa mereka ke MU? mereka kan dipilih karna pernah rekan 1 team, makanya diambil dan ternyata susah adapt di epl. kalo pemainnya ternyata susah adapt di epl. pelatih jadi salah gitu karna dibawa ke MU?",jadi salah pelatih gitu karna bawa mereka ke mu mereka kan dipilih karna pernah rekan team makanya diambil dan ternyata susah adapt di epl kalo pemainnya ternyata susah adapt di epl pelatih jadi salah gitu karna dibawa ke mu,negatif
"bayindir , mazraoui, de ligt , martinez , dalot.  mainoo ugarte , amad bruno garnacho , zirkzee âÃ¹Â§ÃâÃ¨ , onana pinjemin aja liga tarkam",bayindir mazraoui de ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin aja liga tarkam,netral
@satri0anom22 biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal 1/2 nya. MU untunglah atau ga rugi2 banget. Apalagi liat gaji yg ga sebanding sama kontribusinya,biata transfer dulu dah ketutup sama penjualan jersey dia di musim pertama mungkin atau minimal nya mu untunglah atau ga rugi banget apalagi liat gaji yg ga sebanding sama kontribusinya,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"MU harus meningkatkan permainan passing di lini tengah, banyak yang harus diperbaiki.",mu harus meningkatkan permainan passing di lini tengah banyak yang harus diperbaiki,netral
"Saya optimis dengan pengaruh Ruben Amorim, meskipun hasil imbang, Rashford dan Bruno Fernandes semakin banyak bekerja sama.",saya optimis dengan pengaruh ruben amorim meskipun hasil imbang rashford dan bruno fernandes semakin banyak bekerja sama,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Amorim jenius! Akhirnya tim ini punya pelatih dengan otak sepak bola sejati!,amorim jenius akhirnya tim ini punya pelatih dengan otak sepak bola sejati,positif
Blunder paling fatal membuang mengganti Degea dgn Onana,blunder paling fatal membuang mengganti degea dgn onana,positif
beli pemaen mahal2 cuma buat pelapis,beli pemaen mahal cuma buat pelapis,negatif
"Saya suka gaya bermain ini, lebih menyenangkan untuk ditonton.",saya suka gaya bermain ini lebih menyenangkan untuk ditonton,positif
iyaa anjir mana kenceng bgt lagi tawa nyaï£¿Ã¼Ã²Ã,iyaa anjir mana kenceng bgt lagi tawa nya,positif
Untungnya ada Harry maguire,untungnya ada harry maguire,netral
Garna amad change the gameï£¿Ã¼Ã®â¢,garna amad change the game,netral
"Performa tim lebih solid di bawah Ruben Amorim, namun lini serang yang tumpul membuat kami hanya mendapatkan hasil imbang di laga kedua.",performa tim lebih solid di bawah ruben amorim namun lini serang yang tumpul membuat kami hanya mendapatkan hasil imbang di laga kedua,negatif
"@igjndi_ gini aja, lu masih percaya botak?",gini aja lu masih percaya botak,negatif
"Laga kedua menunjukkan peningkatan di lini belakang, tetapi Bruno Fernandes masih perlu lebih tajam dalam memberikan assist di lini depan.",laga kedua menunjukkan peningkatan di lini belakang tetapi bruno fernandes masih perlu lebih tajam dalam memberikan assist di lini depan,netral
16 besar here we goï£¿Ã¼Ã´Ã¥,besar here we go,netral
De zerbi in,de zerbi in,netral
kalaaaah,kalah,negatif
@riosebastiaan ga ada bedanya Shaw dan Chilwel,ga ada bedanya shaw dan chilwel,negatif
Saya berharap Ruben Amorim bisa segera membawa kemenangan pertama. Hasil imbang ini menunjukkan bahwa masih ada banyak ruang untuk perbaikan.,saya berharap ruben amorim bisa segera membawa kemenangan pertama hasil imbang ini menunjukkan bahwa masih ada banyak ruang untuk perbaikan,positif
"Tetep aja Rashford main fulltime, yg diganti Amad ï£¿Ã¼Ã²Ã",tetep aja rashford main fulltime yg diganti amad,netral
Casemiro out!,casemiro out,netral
Tapi fans cuma buang waktu nonton caramu melatih.,tapi fans cuma buang waktu nonton caramu melatih,negatif
"Hojlund makin tajam, tapi jika defense nggak diperbaiki, MU nggak akan jauh. Kemenangan 2-1 masih belum cukup.",hojlund makin tajam tapi jika defense nggak diperbaiki mu nggak akan jauh kemenangan masih belum cukup,positif
Garna kiri amad kanan,garna kiri amad kanan,netral
@rulyadi_munandar dia main bgus kok,dia main bgus kok,netral
"Setidaknya mereka berusaha, cuma butuh pengalaman lebih aja.",setidaknya mereka berusaha cuma butuh pengalaman lebih aja,negatif
Setujuï£¿Ã¼Ã®â¢,setuju,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
FA dan European league reality,fa dan european league reality,netral
Punya skuad bagus pelatih nya kek kpntool,punya skuad bagus pelatih nya kek kpntool,positif
strikernya pada kemana dah?,strikernya pada kemana dah,negatif
"@medanloser tiap 2 taun sekali, gacornya setengah musim doang wkwkwk",tiap taun sekali gacornya setengah musim doang wkwkwk,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Hojlund main 90 menit kalo ga control bola lepas yaa salah passing mulu lol,hojlund main menit kalo ga control bola lepas yaa salah passing mulu lol,negatif
"Skema serangan balik Amorim lebih efektif, pemain lebih cepat mengambil keputusan.",skema serangan balik amorim lebih efektif pemain lebih cepat mengambil keputusan,netral
Masih ada beberapa pemain yang belum nyetel dengan taktik Amorim.,masih ada beberapa pemain yang belum nyetel dengan taktik amorim,netral
Masih ada beberapa pemain yang belum nyetel dengan taktik Amorim.,masih ada beberapa pemain yang belum nyetel dengan taktik amorim,netral
@gdoneofak1nd agree,agree,negatif
@kelvjunios betul bro. Tegas pokok nya ï£¿Ã¼Ã®â¢ï£¿Ã¼Ã®â¢,betul bro tegas pokok nya,positif
"narik bruno & amad sih, gak ada yg bisa cetak goal deh",narik bruno amad sih gak ada yg bisa cetak goal deh,negatif
"Kok gak sekalian aja Mudryk, Sanchez, Fofana",kok gak sekalian aja mudryk sanchez fofana,negatif
Masih ada beberapa pemain yang belum nyetel dengan taktik Amorim.,masih ada beberapa pemain yang belum nyetel dengan taktik amorim,netral
@lestia_anggrainii tahan emosi sayang,tahan emosi sayang,positif
"Build-up play lebih variatif, tidak monoton seperti dulu.",buildup play lebih variatif tidak monoton seperti dulu,positif
"Pressing lebih terorganisir, tapi butuh stamina ekstra tinggi.",pressing lebih terorganisir tapi butuh stamina ekstra tinggi,positif
"Malacia sedikit kesulitan dalam menghadapi pemain sayap Brighton, namun dia tetap solid di pertahanan.",malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,netral
"Sering terjadi miskomunikasi di lini belakang, harus segera diperbaiki.",sering terjadi miskomunikasi di lini belakang harus segera diperbaiki,netral
"MU kalah 1-2, pertahanan kita sangat lemah. Kita nggak bisa terus begini, Amorim harus lebih keras untuk atasi ini.",mu kalah pertahanan kita sangat lemah kita nggak bisa terus begini amorim harus lebih keras untuk atasi ini,positif
@_farisrf ï£¿Ã¼Ã²Ã. Ini nih komen epik,ini nih komen epik,netral
"banyak kok baru main di EPL bagus, kalau di latih pelatih yg tegas, pola permainan bagus",banyak kok baru main di epl bagus kalau di latih pelatih yg tegas pola permainan bagus,positif
Kekalahan 1-2 yang mengecewakan! Pertahanan kita hancur dan kita nggak bisa terus seperti ini!,kekalahan yang mengecewakan pertahanan kita hancur dan kita nggak bisa terus seperti ini,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
gausah tukar tuker lah produk arsenal aja gagal,gausah tukar tuker lah produk arsenal aja gagal,negatif
@maulanapetzl_23 gni lah contoh org pemain nya yg slh pelatih yg d slhkn,gni lah contoh org pemain nya yg slh pelatih yg d slhkn,netral
"Performa tim sedikit mengecewakan, meskipun ada peningkatan di beberapa bagian permainan. Saya rasa Ruben Amorim butuh lebih banyak waktu.",performa tim sedikit mengecewakan meskipun ada peningkatan di beberapa bagian permainan saya rasa ruben amorim butuh lebih banyak waktu,negatif
"numpang promosi bang, buat temen temen yg lagi problem masalah skripsi saya nyediain jasa joki skripsi ni bisa dm saya ya, terimakasih",numpang promosi bang buat temen temen yg lagi problem masalah skripsi saya nyediain jasa joki skripsi ni bisa dm saya ya terimakasih,netral
Saya selalu percaya bahwa Manchester United akan kembali ke jalur juara.,saya selalu percaya bahwa manchester united akan kembali ke jalur juara,positif
@khdfdndr rasford dan zizah murni offsideï£¿Ã¼Ã²Ã,rasford dan zizah murni offside,netral
info skornya bang,info skornya bang,netral
media bilek ga emyu ga rame,media bilek ga emyu ga rame,negatif
gonta ganti pelatih tp hasilnya nihil masa masih mau nyalahin pelatih lagi,gonta ganti pelatih tp hasilnya nihil masa masih mau nyalahin pelatih lagi,negatif
"bayindir , mazraoui, de ligt , martinez , dalot.  mainoo ugarte , amad bruno garnacho , zirkzee âÃ¹Â§ÃâÃ¨ , onana pinjemin aja liga tarkam",bayindir mazraoui de ligt martinez dalot mainoo ugarte amad bruno garnacho zirkzee onana pinjemin aja liga tarkam,netral
"Team spirit meningkat sejak Amorim datang, pemain lebih enjoy di lapangan.",team spirit meningkat sejak amorim datang pemain lebih enjoy di lapangan,positif
"Skill individu makin berkembang, passing lebih presisi, bangga banget!",skill individu makin berkembang passing lebih presisi bangga banget,positif
De zerbi in,de zerbi in,netral
"@muhammadsaeful39 tp seenggaknya build up emyu musim ini lebih rapih drpd musim kemaren. Build up musim kemaren jelek banget kordinasinya, sdngkn utk musim ini agak mendingan kordinasi saat build up nya.",tp seenggaknya build up emyu musim ini lebih rapih drpd musim kemaren build up musim kemaren jelek banget kordinasinya sdngkn utk musim ini agak mendingan kordinasi saat build up nya,positif
"MU akhirnya menang 2-1! Tapi, kita harus lebih solid di pertahanan agar nggak kebobolan lagi.",mu akhirnya menang tapi kita harus lebih solid di pertahanan agar nggak kebobolan lagi,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@fakhrulkhan__official naaaahhhh... Itu dia ï£¿Ã¼Ã²Ã,nah itu dia,netral
Ambil chihwel aja,ambil chihwel aja,netral
ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ keren min,keren min,positif
2x GK nntn emyu malah menang trs ï£¿Ã¼Ã²Ã anjayyh,x gk nntn emyu malah menang trs anjayyh,positif
"Harusnya Ten Hag lebih sering rotasi pemain, Rashford udah kelihatan capek.",harusnya ten hag lebih sering rotasi pemain rashford udah kelihatan capek,negatif
"tetap tidak berjalan, ETHnya medioker ï£¿Ã¼Ã²Ã",tetap tidak berjalan ethnya medioker,negatif
komentar macam ini wkwkwk. Lu nonton gak sih?,komentar macam ini wkwkwk lu nonton gak sih,negatif
@yuddhi.tse luke shaw hidup saat mau di panggil timnas inggris doang,tse luke shaw hidup saat mau di panggil timnas inggris doang,positif
"Dengan Ten Hag, tim mulai lebih efisien dalam penguasaan bola, meskipun terkadang masih buang peluang di depan gawang.",dengan ten hag tim mulai lebih efisien dalam penguasaan bola meskipun terkadang masih buang peluang di depan gawang,positif
Kalau Onana gak main peluang kemenangan nya 99% ï£¿Ã¼Ã²Ã,kalau onana gak main peluang kemenangan nya,positif
"Tim ini mainnya kayak anak sekolah, passing busuk, strategi kacau!",tim ini mainnya kayak anak sekolah passing busuk strategi kacau,negatif
"Tetep aja besok dipakai lagi. Standar ganda emang amorim. Rashford kurang dicadangin, onana engga",tetep aja besok dipakai lagi standar ganda emang amorim rashford kurang dicadangin onana engga,positif
zirkzee in,zirkzee in,netral
"Setuju, kalo engga rashford kunciin dikamar mandi dulu please bgt biar dia sadar diri seengaknyaï£¿Ã¼Ã²Ã",setuju kalo engga rashford kunciin dikamar mandi dulu please bgt biar dia sadar diri seengaknya,positif
Nah kan idup mainnyaï£¿Ã¼Ã²Ã,nah kan idup mainnya,netral
"Lawan mainnya solid banget sih, jadi wajar kalau kita kesulitan.",lawan mainnya solid banget sih jadi wajar kalau kita kesulitan,positif
Jual aja saranin,jual aja saranin,netral
"Amorim lebih berani rotasi pemain, tidak terpaku pada nama besar seperti Ten Hag.",amorim lebih berani rotasi pemain tidak terpaku pada nama besar seperti ten hag,netral
"gak lah duet kasmir ugarte, yg bapuk itu mainoo",gak lah duet kasmir ugarte yg bapuk itu mainoo,negatif
